"Lake","Month","Date_Sam","Genus","RelAbund"
"Lake Mohegan","July","7-22_LM","Spinileberis",0
"Lake Mohegan","July","7-22_LM","Spongilla",0
"Lake Mohegan","July","7-22_LM","Stenostomum",0.00142137227031916
"Lake Mohegan","July","7-22_LM","Sympetrum",0
"Lake Mohegan","July","7-22_LM","Tobrilus",0
"Lake Mohegan","July","7-22_LM","Tropocyclops",0
"Lake Mohegan","July","7-22_LM","Tylocephalus",0
"Lake Mohegan","July","7-22_LM","Vestalenula",0
"Lake Mohegan","July","7-22_LM","Wilsonema",0
"Lake Mohegan","June","6-01_LM","Aaroniella",0
"Lake Mohegan","June","6-01_LM","Acanthocyclops",0
"Lake Mohegan","June","6-01_LM","Acroperus",0
"Lake Mohegan","June","6-01_LM","Alonopsis",0
"Lake Mohegan","June","6-01_LM","Anopheles",0
"Lake Mohegan","June","6-01_LM","Bosmina",0.816844371539881
"Lake Mohegan","June","6-01_LM","Castrada",0
"Lake Mohegan","June","6-01_LM","Castrella",0
"Lake Mohegan","June","6-01_LM","Chaetogaster",0
"Lake Mohegan","June","6-01_LM","Chaetonotus",0.00471601394299774
"Lake Mohegan","June","6-01_LM","Chironomus",0
"Lake Mohegan","June","6-01_LM","Chrysemys",0
"Lake Mohegan","June","6-01_LM","Chydorus",0.000563871232314948
"Lake Mohegan","June","6-01_LM","Corethrella",0
"Lake Mohegan","June","6-01_LM","Cypria",0
"Lake Mohegan","June","6-01_LM","Cypridopsis",0.00117900348574944
"Lake Mohegan","June","6-01_LM","Daphnia",0
"Lake Mohegan","June","6-01_LM","Darwinula",0
"Lake Mohegan","June","6-01_LM","Dero",0
"Lake Mohegan","June","6-01_LM","Diaphanosoma",0
"Lake Mohegan","June","6-01_LM","Eucyclops",0.0172749641172852
"Lake Mohegan","June","6-01_LM","Eudiaptomus",0.150399835964732
"Lake Mohegan","June","6-01_LM","Eumonhystera",0
"Lake Mohegan","June","6-01_LM","Ferrissia",0
"Lake Mohegan","June","6-01_LM","Folsomia",0
"Lake Mohegan","June","6-01_LM","Gallus",0
"Lake Mohegan","June","6-01_LM","Gyratrix",0
"Lake Mohegan","June","6-01_LM","Halichaetonotus",0
"Lake Mohegan","June","6-01_LM","Heterolepidoderma",0
"Lake Mohegan","June","6-01_LM","Horreolanus",0
"Lake Mohegan","June","6-01_LM","Hydra",0
"Lake Mohegan","June","6-01_LM","Ichthydium",0
"Lake Mohegan","June","6-01_LM","Isotoma",0
"Lake Mohegan","June","6-01_LM","Isotomurus",0
"Lake Mohegan","June","6-01_LM","Laimydorus",0
"Lake Mohegan","June","6-01_LM","Lepidodermella",0
"Lake Mohegan","June","6-01_LM","Macquaria",0
"Lake Mohegan","June","6-01_LM","Macrocyclops",0
"Lake Mohegan","June","6-01_LM","Mesocyclops",0
"Lake Mohegan","June","6-01_LM","Microstomum",0
"Lake Mohegan","June","6-01_LM","Monopisthocotylea",0
"Lake Mohegan","June","6-01_LM","Nais",0
"Lake Mohegan","June","6-01_LM","Oripoda",0
"Lake Mohegan","June","6-01_LM","Pectinatella",0
"Lake Mohegan","June","6-01_LM","Physella",0
"Lake Mohegan","June","6-01_LM","Planorbarius",0
"Lake Mohegan","June","6-01_LM","Plumatella",0
"Lake Mohegan","June","6-01_LM","Pristina",0
"Lake Mohegan","June","6-01_LM","Rhabdolaimus",0
"Lake Mohegan","June","6-01_LM","Scapholeberis",0
"Lake Mohegan","June","6-01_LM","Simocephalus",0
"Lake Mohegan","June","6-01_LM","Sinella",0
"Lake Mohegan","June","6-01_LM","Skistodiaptomus",0.00902193971703916
"Lake Mohegan","June","6-01_LM","Spinileberis",0
"Lake Mohegan","June","6-01_LM","Spongilla",0
"Lake Mohegan","June","6-01_LM","Stenostomum",0
"Lake Mohegan","June","6-01_LM","Sympetrum",0
"Lake Mohegan","June","6-01_LM","Tobrilus",0
"Lake Mohegan","June","6-01_LM","Tropocyclops",0
"Lake Mohegan","June","6-01_LM","Tylocephalus",0
"Lake Mohegan","June","6-01_LM","Vestalenula",0
"Lake Mohegan","June","6-01_LM","Wilsonema",0
"Lake Mohegan","June","6-08_LM","Aaroniella",0
"Lake Mohegan","June","6-08_LM","Acanthocyclops",0
"Lake Mohegan","June","6-08_LM","Acroperus",0
"Lake Mohegan","June","6-08_LM","Alonopsis",0
"Lake Mohegan","June","6-08_LM","Anopheles",0
"Lake Mohegan","June","6-08_LM","Bosmina",0.924068767908309
"Lake Mohegan","June","6-08_LM","Castrada",0
"Lake Mohegan","June","6-08_LM","Castrella",0
"Lake Mohegan","June","6-08_LM","Chaetogaster",0
"Lake Mohegan","June","6-08_LM","Chaetonotus",0
"Lake Mohegan","June","6-08_LM","Chironomus",0
"Lake Mohegan","June","6-08_LM","Chrysemys",0
"Lake Mohegan","June","6-08_LM","Chydorus",0
"Lake Mohegan","June","6-08_LM","Corethrella",0
"Lake Mohegan","June","6-08_LM","Cypria",0
"Lake Mohegan","June","6-08_LM","Cypridopsis",0.0107449856733524
"Lake Mohegan","June","6-08_LM","Daphnia",0
"Lake Mohegan","June","6-08_LM","Darwinula",0
"Lake Mohegan","June","6-08_LM","Dero",0
"Lake Mohegan","June","6-08_LM","Diaphanosoma",0
"Lake Mohegan","June","6-08_LM","Eucyclops",0.0465616045845272
"Lake Mohegan","June","6-08_LM","Eudiaptomus",0
"Lake Mohegan","June","6-08_LM","Eumonhystera",0
"Lake Mohegan","June","6-08_LM","Ferrissia",0
"Lake Mohegan","June","6-08_LM","Folsomia",0
"Lake Mohegan","June","6-08_LM","Gallus",0
"Lake Mohegan","June","6-08_LM","Gyratrix",0
"Lake Mohegan","June","6-08_LM","Halichaetonotus",0
"Lake Mohegan","June","6-08_LM","Heterolepidoderma",0
"Lake Mohegan","June","6-08_LM","Horreolanus",0
"Lake Mohegan","June","6-08_LM","Hydra",0
"Lake Mohegan","June","6-08_LM","Ichthydium",0
"Lake Mohegan","June","6-08_LM","Isotoma",0
"Lake Mohegan","June","6-08_LM","Isotomurus",0
"Lake Mohegan","June","6-08_LM","Laimydorus",0
"Lake Mohegan","June","6-08_LM","Lepidodermella",0
"Lake Mohegan","June","6-08_LM","Macquaria",0.00931232091690544
"Lake Mohegan","June","6-08_LM","Macrocyclops",0
"Lake Mohegan","June","6-08_LM","Mesocyclops",0
"Lake Mohegan","June","6-08_LM","Microstomum",0
"Lake Mohegan","June","6-08_LM","Monopisthocotylea",0
"Lake Mohegan","June","6-08_LM","Nais",0.00716332378223496
"Lake Mohegan","June","6-08_LM","Oripoda",0
"Lake Mohegan","June","6-08_LM","Pectinatella",0
"Lake Mohegan","June","6-08_LM","Physella",0
"Lake Mohegan","June","6-08_LM","Planorbarius",0.00214899713467049
"Lake Mohegan","June","6-08_LM","Plumatella",0
"Lake Mohegan","June","6-08_LM","Pristina",0
"Lake Mohegan","June","6-08_LM","Rhabdolaimus",0
"Lake Mohegan","June","6-08_LM","Scapholeberis",0
"Lake Mohegan","June","6-08_LM","Simocephalus",0
"Lake Mohegan","June","6-08_LM","Sinella",0
"Lake Mohegan","June","6-08_LM","Skistodiaptomus",0
"Lake Mohegan","June","6-08_LM","Spinileberis",0
"Lake Mohegan","June","6-08_LM","Spongilla",0
"Lake Mohegan","June","6-08_LM","Stenostomum",0
"Lake Mohegan","June","6-08_LM","Sympetrum",0
"Lake Mohegan","June","6-08_LM","Tobrilus",0
"Lake Mohegan","June","6-08_LM","Tropocyclops",0
"Lake Mohegan","June","6-08_LM","Tylocephalus",0
"Lake Mohegan","June","6-08_LM","Vestalenula",0
"Lake Mohegan","June","6-08_LM","Wilsonema",0
"Lake Mohegan","June","6-16_LM","Aaroniella",0
"Lake Mohegan","June","6-16_LM","Acanthocyclops",0.0194769817488423
"Lake Mohegan","June","6-16_LM","Acroperus",0
"Lake Mohegan","June","6-16_LM","Alonopsis",0
"Lake Mohegan","June","6-16_LM","Anopheles",0
"Lake Mohegan","June","6-16_LM","Bosmina",0.0847180604739853
"Lake Mohegan","June","6-16_LM","Castrada",0
"Lake Mohegan","June","6-16_LM","Castrella",0
"Lake Mohegan","June","6-16_LM","Chaetogaster",0
"Lake Mohegan","June","6-16_LM","Chaetonotus",0.0377962408063198
"Lake Mohegan","June","6-16_LM","Chironomus",0.00074911468264778
"Lake Mohegan","June","6-16_LM","Chrysemys",0
"Lake Mohegan","June","6-16_LM","Chydorus",0
"Lake Mohegan","June","6-16_LM","Corethrella",0
"Lake Mohegan","June","6-16_LM","Cypria",0
"Lake Mohegan","June","6-16_LM","Cypridopsis",0.715064015254699
"Lake Mohegan","June","6-16_LM","Daphnia",0
"Lake Mohegan","June","6-16_LM","Darwinula",0
"Lake Mohegan","June","6-16_LM","Dero",0
"Lake Mohegan","June","6-16_LM","Diaphanosoma",0
"Lake Mohegan","June","6-16_LM","Eucyclops",0.141855080359575
"Lake Mohegan","June","6-16_LM","Eudiaptomus",0
"Lake Mohegan","June","6-16_LM","Eumonhystera",0
"Lake Mohegan","June","6-16_LM","Ferrissia",0
"Lake Mohegan","June","6-16_LM","Folsomia",0
"Lake Mohegan","June","6-16_LM","Gallus",0
"Lake Mohegan","June","6-16_LM","Gyratrix",0
"Lake Mohegan","June","6-16_LM","Halichaetonotus",0.000136202669572324
"Lake Mohegan","June","6-16_LM","Heterolepidoderma",0
"Lake Mohegan","June","6-16_LM","Horreolanus",0
"Lake Mohegan","June","6-16_LM","Hydra",0
"Lake Mohegan","June","6-16_LM","Ichthydium",0
"Lake Mohegan","June","6-16_LM","Isotoma",0
"Lake Mohegan","June","6-16_LM","Isotomurus",0
"Lake Mohegan","June","6-16_LM","Laimydorus",0
"Lake Mohegan","June","6-16_LM","Lepidodermella",0
"Lake Mohegan","June","6-16_LM","Macquaria",0
"Lake Mohegan","June","6-16_LM","Macrocyclops",0
"Lake Mohegan","June","6-16_LM","Mesocyclops",0
"Lake Mohegan","June","6-16_LM","Microstomum",0
"Lake Mohegan","June","6-16_LM","Monopisthocotylea",0
"Lake Mohegan","June","6-16_LM","Nais",0
"Lake Mohegan","June","6-16_LM","Oripoda",0
"Lake Mohegan","June","6-16_LM","Pectinatella",0
"Lake Mohegan","June","6-16_LM","Physella",0
"Lake Mohegan","June","6-16_LM","Planorbarius",0
"Lake Mohegan","June","6-16_LM","Plumatella",0
"Lake Mohegan","June","6-16_LM","Pristina",0.000204304004358485
"Lake Mohegan","June","6-16_LM","Rhabdolaimus",0
"Lake Mohegan","June","6-16_LM","Scapholeberis",0
"Lake Mohegan","June","6-16_LM","Simocephalus",0
"Lake Mohegan","June","6-16_LM","Sinella",0
"Lake Mohegan","June","6-16_LM","Skistodiaptomus",0
"Lake Mohegan","June","6-16_LM","Spinileberis",0
"Lake Mohegan","June","6-16_LM","Spongilla",0
"Lake Mohegan","June","6-16_LM","Stenostomum",0
"Lake Mohegan","June","6-16_LM","Sympetrum",0
"Lake Mohegan","June","6-16_LM","Tobrilus",0
"Lake Mohegan","June","6-16_LM","Tropocyclops",0
"Lake Mohegan","June","6-16_LM","Tylocephalus",0
"Lake Mohegan","June","6-16_LM","Vestalenula",0
"Lake Mohegan","June","6-16_LM","Wilsonema",0
"Lake Mohegan","June","6-19_LM","Aaroniella",0
"Lake Mohegan","June","6-19_LM","Acanthocyclops",0
"Lake Mohegan","June","6-19_LM","Acroperus",0
"Lake Mohegan","June","6-19_LM","Alonopsis",0
"Lake Mohegan","June","6-19_LM","Anopheles",0
"Lake Mohegan","June","6-19_LM","Bosmina",0
"Lake Mohegan","June","6-19_LM","Castrada",0
"Lake Mohegan","June","6-19_LM","Castrella",0
"Lake Mohegan","June","6-19_LM","Chaetogaster",0
"Lake Mohegan","June","6-19_LM","Chaetonotus",0.036479250334672
"Lake Mohegan","June","6-19_LM","Chironomus",0.000125502008032129
"Lake Mohegan","June","6-19_LM","Chrysemys",0
"Lake Mohegan","June","6-19_LM","Chydorus",0
"Lake Mohegan","June","6-19_LM","Corethrella",0.00389056224899598
"Lake Mohegan","June","6-19_LM","Cypria",0
"Lake Mohegan","June","6-19_LM","Cypridopsis",0.890478580990629
"Lake Mohegan","June","6-19_LM","Daphnia",0
"Lake Mohegan","June","6-19_LM","Darwinula",0
"Lake Mohegan","June","6-19_LM","Dero",0
"Lake Mohegan","June","6-19_LM","Diaphanosoma",0
"Lake Mohegan","June","6-19_LM","Eucyclops",0.00891064257028112
"Lake Mohegan","June","6-19_LM","Eudiaptomus",0.0536730254350736
"Lake Mohegan","June","6-19_LM","Eumonhystera",0
"Lake Mohegan","June","6-19_LM","Ferrissia",0
"Lake Mohegan","June","6-19_LM","Folsomia",0
"Lake Mohegan","June","6-19_LM","Gallus",0
"Lake Mohegan","June","6-19_LM","Gyratrix",0
"Lake Mohegan","June","6-19_LM","Halichaetonotus",0
"Lake Mohegan","June","6-19_LM","Heterolepidoderma",0
"Lake Mohegan","June","6-19_LM","Horreolanus",0
"Lake Mohegan","June","6-19_LM","Hydra",0
"Lake Mohegan","June","6-19_LM","Ichthydium",0
"Lake Mohegan","June","6-19_LM","Isotoma",0
"Lake Mohegan","June","6-19_LM","Isotomurus",0
"Lake Mohegan","June","6-19_LM","Laimydorus",0
"Lake Mohegan","June","6-19_LM","Lepidodermella",0
"Lake Mohegan","June","6-19_LM","Macquaria",0
"Lake Mohegan","June","6-19_LM","Macrocyclops",0
"Lake Mohegan","June","6-19_LM","Mesocyclops",0
"Lake Mohegan","June","6-19_LM","Microstomum",0.00422523427041499
"Lake Mohegan","June","6-19_LM","Monopisthocotylea",0
"Lake Mohegan","June","6-19_LM","Nais",0
"Lake Mohegan","June","6-19_LM","Oripoda",0
"Lake Mohegan","June","6-19_LM","Pectinatella",0
"Lake Mohegan","June","6-19_LM","Physella",0
"Lake Mohegan","June","6-19_LM","Planorbarius",0.000251004016064257
"Lake Mohegan","June","6-19_LM","Plumatella",0
"Lake Mohegan","June","6-19_LM","Pristina",0
"Lake Mohegan","June","6-19_LM","Rhabdolaimus",0
"Lake Mohegan","June","6-19_LM","Scapholeberis",0
"Lake Mohegan","June","6-19_LM","Simocephalus",0
"Lake Mohegan","June","6-19_LM","Sinella",0.00142235609103079
"Lake Mohegan","June","6-19_LM","Skistodiaptomus",0.00054384203480589
"Lake Mohegan","June","6-19_LM","Spinileberis",0
"Lake Mohegan","June","6-19_LM","Spongilla",0
"Lake Mohegan","June","6-19_LM","Stenostomum",0
"Lake Mohegan","June","6-19_LM","Sympetrum",0
"Lake Mohegan","June","6-19_LM","Tobrilus",0
"Lake Mohegan","June","6-19_LM","Tropocyclops",0
"Lake Mohegan","June","6-19_LM","Tylocephalus",0
"Lake Mohegan","June","6-19_LM","Vestalenula",0
"Lake Mohegan","June","6-19_LM","Wilsonema",0
"Lake Mohegan","September","9-01_LM","Aaroniella",0
"Lake Mohegan","September","9-01_LM","Acanthocyclops",0
"Lake Mohegan","September","9-01_LM","Acroperus",0
"Lake Mohegan","September","9-01_LM","Alonopsis",0
"Lake Mohegan","September","9-01_LM","Anopheles",0
"Lake Mohegan","September","9-01_LM","Bosmina",0
"Lake Mohegan","September","9-01_LM","Castrada",0
"Lake Mohegan","September","9-01_LM","Castrella",0.00182094081942337
"Lake Mohegan","September","9-01_LM","Chaetogaster",0
"Lake Mohegan","September","9-01_LM","Chaetonotus",0
"Lake Mohegan","September","9-01_LM","Chironomus",0
"Lake Mohegan","September","9-01_LM","Chrysemys",0
"Lake Mohegan","September","9-01_LM","Chydorus",0
"Lake Mohegan","September","9-01_LM","Corethrella",0
"Lake Mohegan","September","9-01_LM","Cypria",0
"Lake Mohegan","September","9-01_LM","Cypridopsis",0.972230652503794
"Lake Mohegan","September","9-01_LM","Daphnia",0
"Lake Mohegan","September","9-01_LM","Darwinula",0
"Lake Mohegan","September","9-01_LM","Dero",0
"Lake Mohegan","September","9-01_LM","Diaphanosoma",0.0078907435508346
"Lake Mohegan","September","9-01_LM","Eucyclops",0.00819423368740516
"Lake Mohegan","September","9-01_LM","Eudiaptomus",0.00531107738998483
"Lake Mohegan","September","9-01_LM","Eumonhystera",0
"Lake Mohegan","September","9-01_LM","Ferrissia",0
"Lake Mohegan","September","9-01_LM","Folsomia",0
"Lake Mohegan","September","9-01_LM","Gallus",0
"Lake Mohegan","September","9-01_LM","Gyratrix",0
"Lake Mohegan","September","9-01_LM","Halichaetonotus",0
"Lake Mohegan","September","9-01_LM","Heterolepidoderma",0.00455235204855842
"Lake Mohegan","September","9-01_LM","Horreolanus",0
"Lake Mohegan","September","9-01_LM","Hydra",0
"Lake Mohegan","September","9-01_LM","Ichthydium",0
"Lake Mohegan","September","9-01_LM","Isotoma",0
"Lake Mohegan","September","9-01_LM","Isotomurus",0
"Lake Mohegan","September","9-01_LM","Laimydorus",0
"Lake Mohegan","September","9-01_LM","Lepidodermella",0
"Lake Mohegan","September","9-01_LM","Macquaria",0
"Lake Mohegan","September","9-01_LM","Macrocyclops",0
"Lake Mohegan","September","9-01_LM","Mesocyclops",0
"Lake Mohegan","September","9-01_LM","Microstomum",0
"Lake Mohegan","September","9-01_LM","Monopisthocotylea",0
"Lake Mohegan","September","9-01_LM","Nais",0
"Lake Mohegan","September","9-01_LM","Oripoda",0
"Lake Mohegan","September","9-01_LM","Pectinatella",0
"Lake Mohegan","September","9-01_LM","Physella",0
"Lake Mohegan","September","9-01_LM","Planorbarius",0
"Lake Mohegan","September","9-01_LM","Plumatella",0
"Lake Mohegan","September","9-01_LM","Pristina",0
"Lake Mohegan","September","9-01_LM","Rhabdolaimus",0
"Lake Mohegan","September","9-01_LM","Scapholeberis",0
"Lake Mohegan","September","9-01_LM","Simocephalus",0
"Lake Mohegan","September","9-01_LM","Sinella",0
"Lake Mohegan","September","9-01_LM","Skistodiaptomus",0
"Lake Mohegan","September","9-01_LM","Spinileberis",0
"Lake Mohegan","September","9-01_LM","Spongilla",0
"Lake Mohegan","September","9-01_LM","Stenostomum",0
"Lake Mohegan","September","9-01_LM","Sympetrum",0
"Lake Mohegan","September","9-01_LM","Tobrilus",0
"Lake Mohegan","September","9-01_LM","Tropocyclops",0
"Lake Mohegan","September","9-01_LM","Tylocephalus",0
"Lake Mohegan","September","9-01_LM","Vestalenula",0
"Lake Mohegan","September","9-01_LM","Wilsonema",0
"Lake Mohegan","September","9-09_LM","Aaroniella",0
"Lake Mohegan","September","9-09_LM","Acanthocyclops",0
"Lake Mohegan","September","9-09_LM","Acroperus",0
"Lake Mohegan","September","9-09_LM","Alonopsis",0
"Lake Mohegan","September","9-09_LM","Anopheles",0
"Lake Mohegan","September","9-09_LM","Bosmina",0
"Lake Mohegan","September","9-09_LM","Castrada",0
"Lake Mohegan","September","9-09_LM","Castrella",0.00642201834862385
"Lake Mohegan","September","9-09_LM","Chaetogaster",0
"Lake Mohegan","September","9-09_LM","Chaetonotus",0.0636085626911315
"Lake Mohegan","September","9-09_LM","Chironomus",0
"Lake Mohegan","September","9-09_LM","Chrysemys",0
"Lake Mohegan","September","9-09_LM","Chydorus",0
"Lake Mohegan","September","9-09_LM","Corethrella",0
"Lake Mohegan","September","9-09_LM","Cypria",0
"Lake Mohegan","September","9-09_LM","Cypridopsis",0.799082568807339
"Lake Mohegan","September","9-09_LM","Daphnia",0
"Lake Mohegan","September","9-09_LM","Darwinula",0
"Lake Mohegan","September","9-09_LM","Dero",0
"Lake Mohegan","September","9-09_LM","Diaphanosoma",0.00795107033639144
"Lake Mohegan","September","9-09_LM","Eucyclops",0
"Lake Mohegan","September","9-09_LM","Eudiaptomus",0.10519877675841
"Lake Mohegan","September","9-09_LM","Eumonhystera",0
"Lake Mohegan","September","9-09_LM","Ferrissia",0
"Lake Mohegan","September","9-09_LM","Folsomia",0
"Lake Mohegan","September","9-09_LM","Gallus",0
"Lake Mohegan","September","9-09_LM","Gyratrix",0
"Lake Mohegan","September","9-09_LM","Halichaetonotus",0
"Lake Mohegan","September","9-09_LM","Heterolepidoderma",0
"Lake Mohegan","September","9-09_LM","Horreolanus",0
"Lake Mohegan","September","9-09_LM","Hydra",0
"Lake Mohegan","September","9-09_LM","Ichthydium",0
"Lake Mohegan","September","9-09_LM","Isotoma",0
"Lake Mohegan","September","9-09_LM","Isotomurus",0
"Lake Mohegan","September","9-09_LM","Laimydorus",0
"Lake Mohegan","September","9-09_LM","Lepidodermella",0
"Lake Mohegan","September","9-09_LM","Macquaria",0
"Lake Mohegan","September","9-09_LM","Macrocyclops",0.0152905198776758
"Lake Mohegan","September","9-09_LM","Mesocyclops",0
"Lake Mohegan","September","9-09_LM","Microstomum",0
"Lake Mohegan","September","9-09_LM","Monopisthocotylea",0
"Lake Mohegan","September","9-09_LM","Nais",0
"Lake Mohegan","September","9-09_LM","Oripoda",0
"Lake Mohegan","September","9-09_LM","Pectinatella",0
"Lake Mohegan","September","9-09_LM","Physella",0
"Lake Mohegan","September","9-09_LM","Planorbarius",0
"Lake Mohegan","September","9-09_LM","Plumatella",0
"Lake Mohegan","September","9-09_LM","Pristina",0
"Lake Mohegan","September","9-09_LM","Rhabdolaimus",0
"Lake Mohegan","September","9-09_LM","Scapholeberis",0
"Lake Mohegan","September","9-09_LM","Simocephalus",0
"Lake Mohegan","September","9-09_LM","Sinella",0
"Lake Mohegan","September","9-09_LM","Skistodiaptomus",0.00244648318042813
"Lake Mohegan","September","9-09_LM","Spinileberis",0
"Lake Mohegan","September","9-09_LM","Spongilla",0
"Lake Mohegan","September","9-09_LM","Stenostomum",0
"Lake Mohegan","September","9-09_LM","Sympetrum",0
"Lake Mohegan","September","9-09_LM","Tobrilus",0
"Lake Mohegan","September","9-09_LM","Tropocyclops",0
"Lake Mohegan","September","9-09_LM","Tylocephalus",0
"Lake Mohegan","September","9-09_LM","Vestalenula",0
"Lake Mohegan","September","9-09_LM","Wilsonema",0
"Lake Mohegan","September","9-16_LM","Aaroniella",0
"Lake Mohegan","September","9-16_LM","Acanthocyclops",0.0291902071563089
"Lake Mohegan","September","9-16_LM","Acroperus",0
"Lake Mohegan","September","9-16_LM","Alonopsis",0
"Lake Mohegan","September","9-16_LM","Anopheles",0
"Lake Mohegan","September","9-16_LM","Bosmina",0
"Lake Mohegan","September","9-16_LM","Castrada",0
"Lake Mohegan","September","9-16_LM","Castrella",0
"Lake Mohegan","September","9-16_LM","Chaetogaster",0
"Lake Mohegan","September","9-16_LM","Chaetonotus",0
"Lake Mohegan","September","9-16_LM","Chironomus",0
"Lake Mohegan","September","9-16_LM","Chrysemys",0
"Lake Mohegan","September","9-16_LM","Chydorus",0
"Lake Mohegan","September","9-16_LM","Corethrella",0
"Lake Mohegan","September","9-16_LM","Cypria",0
"Lake Mohegan","September","9-16_LM","Cypridopsis",0.54331450094162
"Lake Mohegan","September","9-16_LM","Daphnia",0
"Lake Mohegan","September","9-16_LM","Darwinula",0
"Lake Mohegan","September","9-16_LM","Dero",0
"Lake Mohegan","September","9-16_LM","Diaphanosoma",0
"Lake Mohegan","September","9-16_LM","Eucyclops",0
"Lake Mohegan","September","9-16_LM","Eudiaptomus",0.427495291902072
"Lake Mohegan","September","9-16_LM","Eumonhystera",0
"Lake Mohegan","September","9-16_LM","Ferrissia",0
"Lake Mohegan","September","9-16_LM","Folsomia",0
"Lake Mohegan","September","9-16_LM","Gallus",0
"Lake Mohegan","September","9-16_LM","Gyratrix",0
"Lake Mohegan","September","9-16_LM","Halichaetonotus",0
"Lake Mohegan","September","9-16_LM","Heterolepidoderma",0
"Lake Mohegan","September","9-16_LM","Horreolanus",0
"Lake Mohegan","September","9-16_LM","Hydra",0
"Lake Mohegan","September","9-16_LM","Ichthydium",0
"Lake Mohegan","September","9-16_LM","Isotoma",0
"Lake Mohegan","September","9-16_LM","Isotomurus",0
"Lake Mohegan","September","9-16_LM","Laimydorus",0
"Lake Mohegan","September","9-16_LM","Lepidodermella",0
"Lake Mohegan","September","9-16_LM","Macquaria",0
"Lake Mohegan","September","9-16_LM","Macrocyclops",0
"Lake Mohegan","September","9-16_LM","Mesocyclops",0
"Lake Mohegan","September","9-16_LM","Microstomum",0
"Lake Mohegan","September","9-16_LM","Monopisthocotylea",0
"Lake Mohegan","September","9-16_LM","Nais",0
"Lake Mohegan","September","9-16_LM","Oripoda",0
"Lake Mohegan","September","9-16_LM","Pectinatella",0
"Lake Mohegan","September","9-16_LM","Physella",0
"Lake Mohegan","September","9-16_LM","Planorbarius",0
"Lake Mohegan","September","9-16_LM","Plumatella",0
"Lake Mohegan","September","9-16_LM","Pristina",0
"Lake Mohegan","September","9-16_LM","Rhabdolaimus",0
"Lake Mohegan","September","9-16_LM","Scapholeberis",0
"Lake Mohegan","September","9-16_LM","Simocephalus",0
"Lake Mohegan","September","9-16_LM","Sinella",0
"Lake Mohegan","September","9-16_LM","Skistodiaptomus",0
"Lake Mohegan","September","9-16_LM","Spinileberis",0
"Lake Mohegan","September","9-16_LM","Spongilla",0
"Lake Mohegan","September","9-16_LM","Stenostomum",0
"Lake Mohegan","September","9-16_LM","Sympetrum",0
"Lake Mohegan","September","9-16_LM","Tobrilus",0
"Lake Mohegan","September","9-16_LM","Tropocyclops",0
"Lake Mohegan","September","9-16_LM","Tylocephalus",0
"Lake Mohegan","September","9-16_LM","Vestalenula",0
"Lake Mohegan","September","9-16_LM","Wilsonema",0
"Lake Rippowam","August","8-04_LR","Aaroniella",0
"Lake Rippowam","August","8-04_LR","Acanthocyclops",0
"Lake Rippowam","August","8-04_LR","Acroperus",0
"Lake Rippowam","August","8-04_LR","Alonopsis",0
"Lake Rippowam","August","8-04_LR","Anopheles",0
"Lake Rippowam","August","8-04_LR","Bosmina",0.216641432427095
"Lake Rippowam","August","8-04_LR","Castrada",0
"Lake Rippowam","August","8-04_LR","Castrella",0
"Lake Rippowam","August","8-04_LR","Chaetogaster",0
"Lake Rippowam","August","8-04_LR","Chaetonotus",0
"Lake Rippowam","August","8-04_LR","Chironomus",0
"Lake Rippowam","August","8-04_LR","Chrysemys",0
"Lake Rippowam","August","8-04_LR","Chydorus",0
"Lake Rippowam","August","8-04_LR","Corethrella",0.0216575603976038
"Lake Rippowam","August","8-04_LR","Cypria",0
"Lake Rippowam","August","8-04_LR","Cypridopsis",0.746494634981239
"Lake Rippowam","August","8-04_LR","Daphnia",0
"Lake Rippowam","August","8-04_LR","Darwinula",0
"Lake Rippowam","August","8-04_LR","Dero",0
"Lake Rippowam","August","8-04_LR","Diaphanosoma",0
"Lake Rippowam","August","8-04_LR","Eucyclops",0
"Lake Rippowam","August","8-04_LR","Eudiaptomus",0.0124415772496873
"Lake Rippowam","August","8-04_LR","Eumonhystera",0
"Lake Rippowam","August","8-04_LR","Ferrissia",0
"Lake Rippowam","August","8-04_LR","Folsomia",0
"Lake Rippowam","August","8-04_LR","Gallus",0
"Lake Rippowam","August","8-04_LR","Gyratrix",0
"Lake Rippowam","August","8-04_LR","Halichaetonotus",0
"Lake Rippowam","August","8-04_LR","Heterolepidoderma",0
"Lake Rippowam","August","8-04_LR","Horreolanus",0
"Lake Rippowam","August","8-04_LR","Hydra",0
"Lake Rippowam","August","8-04_LR","Ichthydium",0
"Lake Rippowam","August","8-04_LR","Isotoma",0
"Lake Rippowam","August","8-04_LR","Isotomurus",0
"Lake Rippowam","August","8-04_LR","Laimydorus",0
"Lake Rippowam","August","8-04_LR","Lepidodermella",0
"Lake Rippowam","August","8-04_LR","Macquaria",0
"Lake Rippowam","August","8-04_LR","Macrocyclops",0
"Lake Rippowam","August","8-04_LR","Mesocyclops",0
"Lake Rippowam","August","8-04_LR","Microstomum",0
"Lake Rippowam","August","8-04_LR","Monopisthocotylea",0
"Lake Rippowam","August","8-04_LR","Nais",0
"Lake Rippowam","August","8-04_LR","Oripoda",0
"Lake Rippowam","August","8-04_LR","Pectinatella",0
"Lake Rippowam","August","8-04_LR","Physella",0
