"ASV_ID","Module_Color","MM","p.MM","GS","p.GS","Class","Order","Family","Genus","Species","Taxa2","Trait"
"16S_ASV_195","brown",0.457322302629009,0.0015866808025,-0.149171301482377,0.328075000025113,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"16S_ASV_547","brown",0.313100300417073,0.0362410283318034,0.143121392584127,0.348290119747952,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"18S_ASV_932","brown",0.396433247757147,0.00701839014961679,-0.139945988554485,0.359199316536047,"Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Scenedesmus","Scenedesmus_obliquus","Chlorophyta","stemp"
"16S_ASV_742","brown",0.425792300690079,0.0035440500644722,-0.137524536162884,0.36765585983094,"Actinobacteria","Frankiales","Sporichthyaceae","hgcI-clade",NA,"hgcI-clade","stemp"
"16S_ASV_373","brown",0.50345677257311,0.000422962703280731,-0.130540281454191,0.392709146626641,"Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,"Chthoniobacter","stemp"
"16S_ASV_418","brown",0.636090306163335,2.65550186004319e-06,-0.127785168702729,0.402860048396052,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_293","brown",0.588492684619727,2.12111087749062e-05,-0.124927857298741,0.413545977457013,"Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA,"Chthoniobacter","stemp"
"16S_ASV_329","brown",0.612796632727715,7.65921154322664e-06,-0.123225281013196,0.419989555268505,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_497","brown",0.339134487034844,0.0226690182165735,-0.119446559662114,0.434492005085418,"Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA,NA,"stemp"
"16S_ASV_537","brown",0.418855682000957,0.00418765656280958,-0.114468041362188,0.454018115598666,"Actinobacteria","Frankiales","Sporichthyaceae","hgcI-clade",NA,"hgcI-clade","stemp"
"16S_ASV_586","brown",0.483526957191976,0.000765981631759145,0.109019514369866,0.47592336240581,"Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA,NA,"stemp"
"16S_ASV_638","brown",0.36954660253435,0.0124764505309767,-0.107501522594351,0.482124267869554,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Planktoluna",NA,"Candidatus-Planktoluna","stemp"
"16S_ASV_606","brown",0.650496537436877,1.3183701566522e-06,-0.106705729452615,0.485391882236122,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_783","brown",0.517046767475576,0.00027617893612529,-0.103372708301515,0.499202327385751,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_762","brown",0.477093923635038,0.000920854860600115,-0.08815524419069,0.564719767162276,"Alphaproteobacteria","Rhizobiales","Rhizobiales-Incertae-Sedis",NA,NA,NA,"stemp"
"16S_ASV_759","brown",0.294384314874419,0.049650936949412,-0.083226861187782,0.586760461305349,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Planktoluna",NA,"Candidatus-Planktoluna","stemp"
"16S_ASV_675","brown",0.380054050806203,0.01001916730579,0.0726354116081779,0.63537944069244,"Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis",NA,"Rhizorhapis","stemp"
"18S_ASV_143","brown",0.513461141381918,0.000309589089540862,0.0717821551291764,0.639366804538232,"Zygnemophyceae"," Zygnemophyceae"," ZygnemophyceaeX","Closterium","Closterium_sp.","Streptophyta","stemp"
"16S_ASV_1102","brown",0.577282151957382,3.30246885520715e-05,-0.0684980806659729,0.654806838734471,"Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,"Sediminibacterium","stemp"
"16S_ASV_473","brown",0.336153542009765,0.0239658681925285,0.0569274425672685,0.710312693623226,"Alphaproteobacteria","Rhizobiales","Rhizobiales-Incertae-Sedis",NA,NA,NA,"stemp"
"16S_ASV_505","brown",0.306458207741744,0.040610043151473,0.0567688150987144,0.711084857184333,"Alphaproteobacteria","Rhizobiales","Rhizobiales-Incertae-Sedis",NA,NA,NA,"stemp"
"16S_ASV_377","brown",0.45010723310246,0.00191991956307154,-0.0352096466892046,0.818388553254336,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"16S_ASV_1297","brown",0.494370789460464,0.000556967371630519,-0.0341544827953637,0.823743476593043,"Cyanophyceae","Chroococcales","Microcystaceae","Microcystis",NA,"Microcystis","stemp"
"18S_ASV_1911","brown",0.372073375811274,0.0118428644796107,0.0327150009422913,0.831061539860772,"Peronosporomycetes","Peronosporomycetes","Peronosporales","Peronosporales_X","Peronosporales_X_sp.","Stramenopiles","stemp"
"16S_ASV_928","brown",0.505939450430544,0.000391795886923053,-0.0230065673374178,0.880757081289177,"Cyanophyceae","Chroococcales","Microcystaceae","Microcystis",NA,"Microcystis","stemp"
"18S_ASV_412","brown",0.6311227233165,3.3529555724703e-06,0.0193294354832737,0.899709240069033,"Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","Opisthokonta_Chytridiomycota","stemp"
"16S_ASV_247","brown",0.533763638575284,0.000159421978126013,-0.00961879819521645,0.949997024274365,"Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,"stemp"
