"ASV_16S","ASV_18S","Module_Color","Correlation_16S_18S","P_value_16S_18S","16S_Taxa2","16S_ASV_ID","18S_Taxa2","18S_ASV_ID"
"16S_ASV_250","18S_ASV_398","blue",0.609051869147472,9.01029766658134e-06,"Planktothrix","16S_ASV_250","Stramenopiles","18S_ASV_398"
"16S_ASV_568","18S_ASV_18","blue",0.608834119329601,9.09523790912047e-06,"Planktothrix","16S_ASV_568","Chlorophyta","18S_ASV_18"
"16S_ASV_273","18S_ASV_216","blue",0.608564393122471,9.20147545564055e-06,"Planktothrix","16S_ASV_273","Chlorophyta","18S_ASV_216"
"16S_ASV_269","18S_ASV_398","blue",0.608140685394963,9.370671471785e-06,"Planktothrix","16S_ASV_269","Stramenopiles","18S_ASV_398"
"16S_ASV_579","18S_ASV_398","blue",0.608096443281537,9.38850252355333e-06,"Planktothrix","16S_ASV_579","Stramenopiles","18S_ASV_398"
"16S_ASV_375","18S_ASV_31","blue",0.608056604579646,9.40458557925023e-06,"Planktothrix","16S_ASV_375","Chlorophyta","18S_ASV_31"
"16S_ASV_443","18S_ASV_321","blue",0.607995261023103,9.42939984689999e-06,"Planktothrix","16S_ASV_443","Opisthokonta_Chytridiomycota","18S_ASV_321"
"16S_ASV_488","18S_ASV_398","blue",0.607986352738582,9.43300837261882e-06,"Planktothrix","16S_ASV_488","Stramenopiles","18S_ASV_398"
"16S_ASV_314","18S_ASV_279","blue",0.60794211877552,9.45094529588291e-06,"Planktothrix","16S_ASV_314","Rhizaria","18S_ASV_279"
"16S_ASV_314","18S_ASV_192","blue",0.607941681514788,9.45112276225815e-06,"Planktothrix","16S_ASV_314","Stramenopiles","18S_ASV_192"
"16S_ASV_250","18S_ASV_18","blue",0.607900692982159,9.46777197393213e-06,"Planktothrix","16S_ASV_250","Chlorophyta","18S_ASV_18"
"16S_ASV_474","18S_ASV_398","blue",0.607778313063104,9.51764252227464e-06,"Planktothrix","16S_ASV_474","Stramenopiles","18S_ASV_398"
"16S_ASV_416","18S_ASV_85","blue",0.607605421185762,9.58850926896223e-06,"Planktothrix","16S_ASV_416","Opisthokonta_Chytridiomycota","18S_ASV_85"
"16S_ASV_579","18S_ASV_102","blue",0.607363098138293,9.68865300827855e-06,"Planktothrix","16S_ASV_579","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_371","18S_ASV_102","blue",0.607044321654698,9.82185896532706e-06,"Planktothrix","16S_ASV_371","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_169","18S_ASV_307","blue",0.607041204119266,9.82316996266186e-06,"Planktothrix","16S_ASV_169","Opisthokonta_Pluriformea","18S_ASV_307"
"16S_ASV_375","18S_ASV_216","blue",0.606734159309436,9.95308166960144e-06,"Planktothrix","16S_ASV_375","Chlorophyta","18S_ASV_216"
"16S_ASV_443","18S_ASV_307","blue",0.60626477279997,1.01547403626643e-05,"Planktothrix","16S_ASV_443","Opisthokonta_Pluriformea","18S_ASV_307"
"16S_ASV_595","18S_ASV_192","blue",0.606247312898074,1.01623135590265e-05,"Planktothrix","16S_ASV_595","Stramenopiles","18S_ASV_192"
"16S_ASV_474","18S_ASV_224","blue",0.606092454531655,1.02297109485328e-05,"Planktothrix","16S_ASV_474","Stramenopiles","18S_ASV_224"
"16S_ASV_348","18S_ASV_398","blue",0.606075751468752,1.02370049759523e-05,"Planktothrix","16S_ASV_348","Stramenopiles","18S_ASV_398"
"16S_ASV_526","18S_ASV_224","blue",0.605563839760619,1.04628858255576e-05,"Planktothrix","16S_ASV_526","Stramenopiles","18S_ASV_224"
"16S_ASV_272","18S_ASV_398","blue",0.605212434877185,1.06205885795638e-05,"Planktothrix","16S_ASV_272","Stramenopiles","18S_ASV_398"
"16S_ASV_365","18S_ASV_321","blue",0.605126730858767,1.06593810255753e-05,"Planktothrix","16S_ASV_365","Opisthokonta_Chytridiomycota","18S_ASV_321"
"16S_ASV_815","18S_ASV_192","blue",0.604985867737948,1.07234236792853e-05,"Terrimicrobium","16S_ASV_815","Stramenopiles","18S_ASV_192"
"16S_ASV_261","18S_ASV_216","blue",0.604789280629077,1.08133929619605e-05,"Planktothrix","16S_ASV_261","Chlorophyta","18S_ASV_216"
"16S_ASV_568","18S_ASV_31","blue",0.604771732106846,1.08214578261459e-05,"Planktothrix","16S_ASV_568","Chlorophyta","18S_ASV_31"
"16S_ASV_475","18S_ASV_192","blue",0.604654880009259,1.08753014415102e-05,"Planktothrix","16S_ASV_475","Stramenopiles","18S_ASV_192"
"16S_ASV_395","18S_ASV_31","blue",0.604069672795397,1.11486838683138e-05,"Planktothrix","16S_ASV_395","Chlorophyta","18S_ASV_31"
"16S_ASV_388","18S_ASV_123","blue",0.603950618409558,1.12050689595042e-05,"Planktothrix","16S_ASV_388","Stramenopiles","18S_ASV_123"
"16S_ASV_359","18S_ASV_31","blue",0.603948810107112,1.12059274050425e-05,"Planktothrix","16S_ASV_359","Chlorophyta","18S_ASV_31"
"16S_ASV_488","18S_ASV_207","blue",0.603588455051029,1.13782094660689e-05,"Planktothrix","16S_ASV_488","Stramenopiles","18S_ASV_207"
"16S_ASV_475","18S_ASV_11","blue",0.603559453991166,1.13921799839665e-05,"Planktothrix","16S_ASV_475","Cryptophyta","18S_ASV_11"
"16S_ASV_416","18S_ASV_431","blue",0.603304874757921,1.15154960720404e-05,"Planktothrix","16S_ASV_416","Chlorophyta","18S_ASV_431"
"16S_ASV_259","18S_ASV_398","blue",0.603280088013683,1.15275679376832e-05,"Planktothrix","16S_ASV_259","Stramenopiles","18S_ASV_398"
"16S_ASV_320","18S_ASV_18","blue",0.602376630894256,1.19756060093911e-05,"Planktothrix","16S_ASV_320","Chlorophyta","18S_ASV_18"
"16S_ASV_595","18S_ASV_216","blue",0.601830106393211,1.22543547184528e-05,"Planktothrix","16S_ASV_595","Chlorophyta","18S_ASV_216"
"16S_ASV_306","18S_ASV_207","blue",0.601701664622733,1.2320725205018e-05,"Planktothrix","16S_ASV_306","Stramenopiles","18S_ASV_207"
"16S_ASV_341","18S_ASV_102","blue",0.601494049513655,1.24287068729817e-05,"Planktothrix","16S_ASV_341","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_272","18S_ASV_321","blue",0.601249871864272,1.25568184035587e-05,"Planktothrix","16S_ASV_272","Opisthokonta_Chytridiomycota","18S_ASV_321"
"16S_ASV_568","18S_ASV_224","blue",0.601131870481962,1.2619163888565e-05,"Planktothrix","16S_ASV_568","Stramenopiles","18S_ASV_224"
"16S_ASV_416","18S_ASV_192","blue",0.601105489628752,1.2633140969137e-05,"Planktothrix","16S_ASV_416","Stramenopiles","18S_ASV_192"
"16S_ASV_292","18S_ASV_102","blue",0.6010046899712,1.26866777853499e-05,"Planktothrix","16S_ASV_292","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_399","18S_ASV_207","blue",0.60082373358726,1.27833113207146e-05,"Planktothrix","16S_ASV_399","Stramenopiles","18S_ASV_207"
"16S_ASV_499","18S_ASV_102","blue",0.600515027644822,1.2949728811621e-05,"Planktothrix","16S_ASV_499","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_330","18S_ASV_192","blue",0.600436062894258,1.29926159802813e-05,"Planktothrix","16S_ASV_330","Stramenopiles","18S_ASV_192"
"16S_ASV_579","18S_ASV_18","blue",0.600265524528556,1.30856843942242e-05,"Planktothrix","16S_ASV_579","Chlorophyta","18S_ASV_18"
"16S_ASV_416","18S_ASV_216","blue",0.600068770915871,1.31938207217407e-05,"Planktothrix","16S_ASV_416","Chlorophyta","18S_ASV_216"
"16S_ASV_306","18S_ASV_85","blue",0.600035608586557,1.32121275360203e-05,"Planktothrix","16S_ASV_306","Opisthokonta_Chytridiomycota","18S_ASV_85"
"16S_ASV_169","18S_ASV_261","blue",0.600033280666139,1.32134135098168e-05,"Planktothrix","16S_ASV_169","Chlorophyta","18S_ASV_261"
"16S_ASV_330","18S_ASV_216","blue",0.599561574295433,1.34763776443919e-05,"Planktothrix","16S_ASV_330","Chlorophyta","18S_ASV_216"
"16S_ASV_406","18S_ASV_309","blue",0.59894676427981,1.3826341301216e-05,"Planktothrix","16S_ASV_406","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_375","18S_ASV_321","blue",0.598701526881266,1.39682519976977e-05,"Planktothrix","16S_ASV_375","Opisthokonta_Chytridiomycota","18S_ASV_321"
"16S_ASV_399","18S_ASV_85","blue",0.59842147177229,1.41319474203803e-05,"Planktothrix","16S_ASV_399","Opisthokonta_Chytridiomycota","18S_ASV_85"
"16S_ASV_261","18S_ASV_98","blue",0.598195674869769,1.42652102959791e-05,"Planktothrix","16S_ASV_261","Chlorophyta","18S_ASV_98"
"16S_ASV_499","18S_ASV_224","blue",0.598165813705449,1.42829202486083e-05,"Planktothrix","16S_ASV_499","Stramenopiles","18S_ASV_224"
"16S_ASV_359","18S_ASV_18","blue",0.597802614684014,1.44999488636087e-05,"Planktothrix","16S_ASV_359","Chlorophyta","18S_ASV_18"
"16S_ASV_463","18S_ASV_309","blue",0.597564325314368,1.46439802881453e-05,"Planktothrix","16S_ASV_463","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_449","18S_ASV_398","blue",0.597491224356019,1.46884282203426e-05,"Planktothrix","16S_ASV_449","Stramenopiles","18S_ASV_398"
"16S_ASV_62","18S_ASV_135","blue",0.597430581267979,1.47253953914601e-05,"Planktothrix","16S_ASV_62","Cryptophyta","18S_ASV_135"
"16S_ASV_499","18S_ASV_31","blue",0.597139611856611,1.49039585255735e-05,"Planktothrix","16S_ASV_499","Chlorophyta","18S_ASV_31"
"16S_ASV_244","18S_ASV_102","blue",0.597101465433985,1.4927515323656e-05,"Planktothrix","16S_ASV_244","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_503","18S_ASV_398","blue",0.596889790446694,1.5058855197486e-05,"Planktothrix","16S_ASV_503","Stramenopiles","18S_ASV_398"
"16S_ASV_475","18S_ASV_216","blue",0.596367447167064,1.53875148196116e-05,"Planktothrix","16S_ASV_475","Chlorophyta","18S_ASV_216"
"16S_ASV_62","18S_ASV_102","blue",0.59607462954294,1.55746267558677e-05,"Planktothrix","16S_ASV_62","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_449","18S_ASV_31","blue",0.596059748260778,1.55841915601792e-05,"Planktothrix","16S_ASV_449","Chlorophyta","18S_ASV_31"
"16S_ASV_320","18S_ASV_309","blue",0.595944021382868,1.56587583158501e-05,"Planktothrix","16S_ASV_320","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_341","18S_ASV_31","blue",0.595873654517874,1.57042581926145e-05,"Planktothrix","16S_ASV_341","Chlorophyta","18S_ASV_31"
"16S_ASV_348","18S_ASV_31","blue",0.595661669164647,1.58420651324665e-05,"Planktothrix","16S_ASV_348","Chlorophyta","18S_ASV_31"
"16S_ASV_341","18S_ASV_398","blue",0.595654109465989,1.58469999780235e-05,"Planktothrix","16S_ASV_341","Stramenopiles","18S_ASV_398"
"16S_ASV_488","18S_ASV_102","blue",0.595035681594234,1.6255516461245e-05,"Planktothrix","16S_ASV_488","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_499","18S_ASV_309","blue",0.594965243681323,1.63026544039194e-05,"Planktothrix","16S_ASV_499","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_463","18S_ASV_102","blue",0.594594669932654,1.65527217573756e-05,"Planktothrix","16S_ASV_463","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_306","18S_ASV_98","blue",0.594481485256305,1.66297995665797e-05,"Planktothrix","16S_ASV_306","Chlorophyta","18S_ASV_98"
"16S_ASV_269","18S_ASV_307","blue",0.594355727923307,1.67158258103304e-05,"Planktothrix","16S_ASV_269","Opisthokonta_Pluriformea","18S_ASV_307"
"16S_ASV_259","18S_ASV_207","blue",0.594336306125829,1.67291479706371e-05,"Planktothrix","16S_ASV_259","Stramenopiles","18S_ASV_207"
"16S_ASV_319","18S_ASV_207","blue",0.594267995760661,1.67760821983957e-05,"Planktothrix","16S_ASV_319","Stramenopiles","18S_ASV_207"
"16S_ASV_503","18S_ASV_224","blue",0.594228855588161,1.68030288391404e-05,"Planktothrix","16S_ASV_503","Stramenopiles","18S_ASV_224"
"16S_ASV_399","18S_ASV_98","blue",0.594202903594012,1.68209177935575e-05,"Planktothrix","16S_ASV_399","Chlorophyta","18S_ASV_98"
"16S_ASV_143","18S_ASV_207","blue",0.593991147049846,1.69675386099714e-05,"Planktothrix","16S_ASV_143","Stramenopiles","18S_ASV_207"
"16S_ASV_375","18S_ASV_398","blue",0.593785004132372,1.71113992531201e-05,"Planktothrix","16S_ASV_375","Stramenopiles","18S_ASV_398"
"16S_ASV_499","18S_ASV_18","blue",0.59309704346533,1.75996521671692e-05,"Planktothrix","16S_ASV_499","Chlorophyta","18S_ASV_18"
"16S_ASV_550","18S_ASV_224","blue",0.593096533998868,1.76000184338209e-05,"Planktothrix","16S_ASV_550","Stramenopiles","18S_ASV_224"
"16S_ASV_406","18S_ASV_102","blue",0.593027006226471,1.76500691936974e-05,"Planktothrix","16S_ASV_406","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_143","18S_ASV_398","blue",0.593018033106553,1.76565381623575e-05,"Planktothrix","16S_ASV_143","Stramenopiles","18S_ASV_398"
"16S_ASV_143","18S_ASV_102","blue",0.592878484852183,1.775742297068e-05,"Planktothrix","16S_ASV_143","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_341","18S_ASV_224","blue",0.592788120922412,1.78230326118021e-05,"Planktothrix","16S_ASV_341","Stramenopiles","18S_ASV_224"
"16S_ASV_292","18S_ASV_18","blue",0.592765833418224,1.7839248864479e-05,"Planktothrix","16S_ASV_292","Chlorophyta","18S_ASV_18"
"16S_ASV_348","18S_ASV_18","blue",0.592633388836547,1.7935894550438e-05,"Planktothrix","16S_ASV_348","Chlorophyta","18S_ASV_18"
"16S_ASV_399","18S_ASV_261","blue",0.592578023737039,1.79764371405478e-05,"Planktothrix","16S_ASV_399","Chlorophyta","18S_ASV_261"
"16S_ASV_579","18S_ASV_224","blue",0.592576475871952,1.797757181484e-05,"Planktothrix","16S_ASV_579","Stramenopiles","18S_ASV_224"
"16S_ASV_375","18S_ASV_307","blue",0.592437516565109,1.80797053816464e-05,"Planktothrix","16S_ASV_375","Opisthokonta_Pluriformea","18S_ASV_307"
"16S_ASV_815","18S_ASV_307","blue",0.592425299902376,1.80887099257715e-05,"Terrimicrobium","16S_ASV_815","Opisthokonta_Pluriformea","18S_ASV_307"
"16S_ASV_319","18S_ASV_18","blue",0.59211751931671,1.83169292062214e-05,"Planktothrix","16S_ASV_319","Chlorophyta","18S_ASV_18"
"16S_ASV_568","18S_ASV_431","blue",0.59206998231497,1.8352412654298e-05,"Planktothrix","16S_ASV_568","Chlorophyta","18S_ASV_431"
"16S_ASV_467","18S_ASV_18","blue",0.592044106613986,1.8371753790114e-05,"Planktothrix","16S_ASV_467","Chlorophyta","18S_ASV_18"
"16S_ASV_406","18S_ASV_31","blue",0.591493723312633,1.87876036674439e-05,"Planktothrix","16S_ASV_406","Chlorophyta","18S_ASV_31"
"16S_ASV_348","18S_ASV_224","blue",0.591263467012733,1.89641269878847e-05,"Planktothrix","16S_ASV_348","Stramenopiles","18S_ASV_224"
"16S_ASV_467","18S_ASV_31","blue",0.591038070284257,1.91383983168303e-05,"Planktothrix","16S_ASV_467","Chlorophyta","18S_ASV_31"
"16S_ASV_273","18S_ASV_85","blue",0.590933851937555,1.92194734185765e-05,"Planktothrix","16S_ASV_273","Opisthokonta_Chytridiomycota","18S_ASV_85"
"16S_ASV_815","18S_ASV_309","blue",0.590230075851856,1.97752717960729e-05,"Terrimicrobium","16S_ASV_815","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_261","18S_ASV_207","blue",0.590052230461548,1.99180387504549e-05,"Planktothrix","16S_ASV_261","Stramenopiles","18S_ASV_207"
"16S_ASV_467","18S_ASV_224","blue",0.590049756169616,1.99200316653437e-05,"Planktothrix","16S_ASV_467","Stramenopiles","18S_ASV_224"
"16S_ASV_393","18S_ASV_224","blue",0.589419571773898,2.04336141907267e-05,"Planktothrix","16S_ASV_393","Stramenopiles","18S_ASV_224"
"16S_ASV_386","18S_ASV_98","blue",0.58926144388374,2.05643770356132e-05,"Planktothrix","16S_ASV_386","Chlorophyta","18S_ASV_98"
"16S_ASV_314","18S_ASV_31","blue",0.589234562195736,2.05866828938971e-05,"Planktothrix","16S_ASV_314","Chlorophyta","18S_ASV_31"
"16S_ASV_488","18S_ASV_31","blue",0.589177413590903,2.06341773970211e-05,"Planktothrix","16S_ASV_488","Chlorophyta","18S_ASV_31"
"16S_ASV_550","18S_ASV_31","blue",0.589091558187203,2.07057182932024e-05,"Planktothrix","16S_ASV_550","Chlorophyta","18S_ASV_31"
"16S_ASV_463","18S_ASV_18","blue",0.589019217456167,2.0766174409233e-05,"Planktothrix","16S_ASV_463","Chlorophyta","18S_ASV_18"
"16S_ASV_355","18S_ASV_398","blue",0.589019161641544,2.07662211167324e-05,"Planktothrix","16S_ASV_355","Stramenopiles","18S_ASV_398"
"16S_ASV_371","18S_ASV_398","blue",0.588651132444458,2.1076304646858e-05,"Planktothrix","16S_ASV_371","Stramenopiles","18S_ASV_398"
"16S_ASV_386","18S_ASV_207","blue",0.588385716206998,2.13025621266308e-05,"Planktothrix","16S_ASV_386","Stramenopiles","18S_ASV_207"
"16S_ASV_595","18S_ASV_18","blue",0.588340432520486,2.13413866012086e-05,"Planktothrix","16S_ASV_595","Chlorophyta","18S_ASV_18"
"16S_ASV_319","18S_ASV_309","blue",0.588303992971001,2.13726755867117e-05,"Planktothrix","16S_ASV_319","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_579","18S_ASV_207","blue",0.588289308614862,2.13852962701847e-05,"Planktothrix","16S_ASV_579","Stramenopiles","18S_ASV_207"
"16S_ASV_355","18S_ASV_224","blue",0.588086608387264,2.15602100302165e-05,"Planktothrix","16S_ASV_355","Stramenopiles","18S_ASV_224"
"16S_ASV_488","18S_ASV_224","blue",0.587626174535247,2.19624147986371e-05,"Planktothrix","16S_ASV_488","Stramenopiles","18S_ASV_224"
"16S_ASV_341","18S_ASV_309","blue",0.587420606566248,2.21441984546335e-05,"Planktothrix","16S_ASV_341","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_568","18S_ASV_102","blue",0.586721990299168,2.27723507364365e-05,"Planktothrix","16S_ASV_568","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_244","18S_ASV_398","blue",0.586365669159514,2.30989880132882e-05,"Planktothrix","16S_ASV_244","Stramenopiles","18S_ASV_398"
"16S_ASV_488","18S_ASV_18","blue",0.586295580370549,2.31637415257771e-05,"Planktothrix","16S_ASV_488","Chlorophyta","18S_ASV_18"
"16S_ASV_463","18S_ASV_207","blue",0.586091420658509,2.33533102635515e-05,"Planktothrix","16S_ASV_463","Stramenopiles","18S_ASV_207"
"16S_ASV_259","18S_ASV_18","blue",0.585902063818605,2.35304048746694e-05,"Planktothrix","16S_ASV_259","Chlorophyta","18S_ASV_18"
"16S_ASV_443","18S_ASV_309","blue",0.585759583893294,2.36644693054871e-05,"Planktothrix","16S_ASV_443","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_244","18S_ASV_207","blue",0.585577007371038,2.38372859821378e-05,"Planktothrix","16S_ASV_244","Stramenopiles","18S_ASV_207"
"16S_ASV_395","18S_ASV_102","blue",0.585517903833563,2.38934775606672e-05,"Planktothrix","16S_ASV_395","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_503","18S_ASV_18","blue",0.585503660191864,2.39070375879548e-05,"Planktothrix","16S_ASV_503","Chlorophyta","18S_ASV_18"
"16S_ASV_250","18S_ASV_224","blue",0.585450936651043,2.39572921289577e-05,"Planktothrix","16S_ASV_250","Stramenopiles","18S_ASV_224"
"16S_ASV_595","18S_ASV_398","blue",0.585267185026239,2.4133196955027e-05,"Planktothrix","16S_ASV_595","Stramenopiles","18S_ASV_398"
"16S_ASV_579","18S_ASV_279","blue",0.584288164868842,2.50905394457939e-05,"Planktothrix","16S_ASV_579","Rhizaria","18S_ASV_279"
"16S_ASV_393","18S_ASV_431","blue",0.584177324080189,2.52010921626272e-05,"Planktothrix","16S_ASV_393","Chlorophyta","18S_ASV_431"
"16S_ASV_526","18S_ASV_309","blue",0.58393561503644,2.54437235007873e-05,"Planktothrix","16S_ASV_526","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_330","18S_ASV_261","blue",0.583600783611886,2.57833715630364e-05,"Planktothrix","16S_ASV_330","Chlorophyta","18S_ASV_261"
"16S_ASV_355","18S_ASV_31","blue",0.583567330116915,2.58175336736564e-05,"Planktothrix","16S_ASV_355","Chlorophyta","18S_ASV_31"
"16S_ASV_371","18S_ASV_224","blue",0.583450073662835,2.59376017410199e-05,"Planktothrix","16S_ASV_371","Stramenopiles","18S_ASV_224"
"16S_ASV_550","18S_ASV_309","blue",0.582826112740158,2.65851781162209e-05,"Planktothrix","16S_ASV_550","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_273","18S_ASV_309","blue",0.58276615074464,2.66481836203326e-05,"Planktothrix","16S_ASV_273","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_386","18S_ASV_403","blue",0.582762258041642,2.6652278633599e-05,"Planktothrix","16S_ASV_386","Chlorophyta","18S_ASV_403"
"16S_ASV_503","18S_ASV_31","blue",0.58272168186122,2.66949979801574e-05,"Planktothrix","16S_ASV_503","Chlorophyta","18S_ASV_31"
"16S_ASV_475","18S_ASV_31","blue",0.582622475577361,2.67997086138971e-05,"Planktothrix","16S_ASV_475","Chlorophyta","18S_ASV_31"
"16S_ASV_406","18S_ASV_18","blue",0.582436003247102,2.69975466148728e-05,"Planktothrix","16S_ASV_406","Chlorophyta","18S_ASV_18"
"16S_ASV_386","18S_ASV_261","blue",0.581877023202973,2.75986451356032e-05,"Planktothrix","16S_ASV_386","Chlorophyta","18S_ASV_261"
"16S_ASV_250","18S_ASV_309","blue",0.581856443968427,2.76210072757095e-05,"Planktothrix","16S_ASV_250","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_499","18S_ASV_207","blue",0.581670061368152,2.78242948776719e-05,"Planktothrix","16S_ASV_499","Stramenopiles","18S_ASV_207"
"16S_ASV_314","18S_ASV_18","blue",0.581259684618016,2.82767347483364e-05,"Planktothrix","16S_ASV_314","Chlorophyta","18S_ASV_18"
"16S_ASV_815","18S_ASV_16","blue",0.581181528878041,2.83636617738004e-05,"Terrimicrobium","16S_ASV_815","Stramenopiles","18S_ASV_16"
"16S_ASV_388","18S_ASV_31","blue",0.581109372280855,2.84441337056864e-05,"Planktothrix","16S_ASV_388","Chlorophyta","18S_ASV_31"
"16S_ASV_399","18S_ASV_224","blue",0.581061678504095,2.84974384991409e-05,"Planktothrix","16S_ASV_399","Stramenopiles","18S_ASV_224"
"16S_ASV_306","18S_ASV_261","blue",0.580754061863797,2.88434501642272e-05,"Planktothrix","16S_ASV_306","Chlorophyta","18S_ASV_261"
"16S_ASV_416","18S_ASV_98","blue",0.580111311195984,2.95788823129359e-05,"Planktothrix","16S_ASV_416","Chlorophyta","18S_ASV_98"
"16S_ASV_320","18S_ASV_102","blue",0.579679087443234,3.00830482902681e-05,"Planktothrix","16S_ASV_320","Opisthokonta_Chytridiomycota","18S_ASV_102"
"16S_ASV_399","18S_ASV_403","blue",0.579563924681025,3.02187012331402e-05,"Planktothrix","16S_ASV_399","Chlorophyta","18S_ASV_403"
"16S_ASV_306","18S_ASV_224","blue",0.579380295014089,3.04361624431131e-05,"Planktothrix","16S_ASV_306","Stramenopiles","18S_ASV_224"
"16S_ASV_386","18S_ASV_224","blue",0.578997246285826,3.08944042095239e-05,"Planktothrix","16S_ASV_386","Stramenopiles","18S_ASV_224"
"16S_ASV_306","18S_ASV_403","blue",0.578987479089052,3.0906170906329e-05,"Planktothrix","16S_ASV_306","Chlorophyta","18S_ASV_403"
"16S_ASV_449","18S_ASV_309","blue",0.578972107311274,3.09246978446778e-05,"Planktothrix","16S_ASV_449","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_488","18S_ASV_309","blue",0.578621793512328,3.13496831896221e-05,"Planktothrix","16S_ASV_488","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_388","18S_ASV_224","blue",0.578520714694821,3.14732981408368e-05,"Planktothrix","16S_ASV_388","Stramenopiles","18S_ASV_224"
"16S_ASV_595","18S_ASV_309","blue",0.578496336443294,3.15031784100238e-05,"Planktothrix","16S_ASV_595","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_292","18S_ASV_31","blue",0.578385978101365,3.16387692245778e-05,"Planktothrix","16S_ASV_292","Chlorophyta","18S_ASV_31"
"16S_ASV_355","18S_ASV_18","blue",0.578292419060026,3.17541381179006e-05,"Planktothrix","16S_ASV_355","Chlorophyta","18S_ASV_18"
"16S_ASV_261","18S_ASV_309","blue",0.578002421841484,3.21141897960267e-05,"Planktothrix","16S_ASV_261","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_143","18S_ASV_309","blue",0.577925667563166,3.22101092392121e-05,"Planktothrix","16S_ASV_143","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_463","18S_ASV_31","blue",0.577794255544828,3.23749435131742e-05,"Planktothrix","16S_ASV_463","Chlorophyta","18S_ASV_31"
"16S_ASV_330","18S_ASV_403","blue",0.577735278536438,3.2449171073804e-05,"Planktothrix","16S_ASV_330","Chlorophyta","18S_ASV_403"
"16S_ASV_359","18S_ASV_224","blue",0.577556293597797,3.26753939559791e-05,"Planktothrix","16S_ASV_359","Stramenopiles","18S_ASV_224"
"16S_ASV_319","18S_ASV_31","blue",0.57746903183102,3.27862088157197e-05,"Planktothrix","16S_ASV_319","Chlorophyta","18S_ASV_31"
"16S_ASV_330","18S_ASV_207","blue",0.577261950615637,3.30505626345941e-05,"Planktothrix","16S_ASV_330","Stramenopiles","18S_ASV_207"
"16S_ASV_261","18S_ASV_85","blue",0.577119176549872,3.32339589244697e-05,"Planktothrix","16S_ASV_261","Opisthokonta_Chytridiomycota","18S_ASV_85"
"16S_ASV_475","18S_ASV_827","blue",0.57711426673772,3.32402822214815e-05,"Planktothrix","16S_ASV_475","Chlorophyta","18S_ASV_827"
"16S_ASV_475","18S_ASV_398","blue",0.57694070189618,3.34645236439144e-05,"Planktothrix","16S_ASV_475","Stramenopiles","18S_ASV_398"
"16S_ASV_292","18S_ASV_398","blue",0.576847019351918,3.35861338680708e-05,"Planktothrix","16S_ASV_292","Stramenopiles","18S_ASV_398"
"16S_ASV_463","18S_ASV_279","blue",0.576702430359652,3.37746205832919e-05,"Planktothrix","16S_ASV_463","Rhizaria","18S_ASV_279"
"16S_ASV_475","18S_ASV_309","blue",0.57667295587871,3.38131622480747e-05,"Planktothrix","16S_ASV_475","Opisthokonta_Unclassified","18S_ASV_309"
"16S_ASV_320","18S_ASV_207","blue",0.576579586634059,3.39355204807645e-05,"Planktothrix","16S_ASV_320","Stramenopiles","18S_ASV_207"
"16S_ASV_292","18S_ASV_207","blue",0.57625249406523,3.43673721583569e-05,"Planktothrix","16S_ASV_292","Stramenopiles","18S_ASV_207"
"16S_ASV_272","18S_ASV_272","blue",0.576177666835658,3.4466869012107e-05,"Planktothrix","16S_ASV_272","Stramenopiles","18S_ASV_272"
"16S_ASV_406","18S_ASV_207","blue",0.576103548244808,3.45656834925597e-05,"Planktothrix","16S_ASV_406","Stramenopiles","18S_ASV_207"
