ASV_16S,ASV_18S,Module_Color,Correlation_16S_18S,P_value_16S_18S,16S_Taxa2,16S_ASV_ID,18S_Taxa2,18S_ASV_ID
16S_ASV_375,18S_ASV_272,blue,0.533830832652964,1.5906097753488e-4,Planktothrix,16S_ASV_375,Stramenopiles,18S_ASV_272
16S_ASV_568,18S_ASV_279,blue,0.533792550500777,1.5926655762732e-4,Planktothrix,16S_ASV_568,Rhizaria,18S_ASV_279
16S_ASV_449,18S_ASV_104,blue,0.533760021861172,1.5944143000779e-4,Planktothrix,16S_ASV_449,Stramenopiles,18S_ASV_104
16S_ASV_815,18S_ASV_279,blue,0.533340064482978,1.6171479475376e-4,Terrimicrobium,16S_ASV_815,Rhizaria,18S_ASV_279
16S_ASV_269,18S_ASV_279,blue,0.533225100432949,1.6234223753639e-4,Planktothrix,16S_ASV_269,Rhizaria,18S_ASV_279
16S_ASV_169,18S_ASV_119,blue,0.532667117658283,1.654190398184e-4,Planktothrix,16S_ASV_169,Stramenopiles,18S_ASV_119
16S_ASV_250,18S_ASV_135,blue,0.532584543262693,1.6587883289006e-4,Planktothrix,16S_ASV_250,Cryptophyta,18S_ASV_135
16S_ASV_550,18S_ASV_102,blue,0.532469815914251,1.6651958492774e-4,Planktothrix,16S_ASV_550,Opisthokonta_Chytridiomycota,18S_ASV_102
16S_ASV_388,18S_ASV_279,blue,0.53235323874182106,1.671729666761e-4,Planktothrix,16S_ASV_388,Rhizaria,18S_ASV_279
16S_ASV_395,18S_ASV_135,blue,0.532186618764268,1.6811086063547e-4,Planktothrix,16S_ASV_395,Cryptophyta,18S_ASV_135
16S_ASV_261,18S_ASV_135,blue,0.531923451080604,1.6960193950452e-4,Planktothrix,16S_ASV_261,Cryptophyta,18S_ASV_135
16S_ASV_406,18S_ASV_104,blue,0.531900894582785,1.6973029844473e-4,Planktothrix,16S_ASV_406,Stramenopiles,18S_ASV_104
16S_ASV_1147,18S_ASV_141,blue,0.531883489379497,1.6982940387537e-4,NA,16S_ASV_1147,Chlorophyta,18S_ASV_141
16S_ASV_395,18S_ASV_98,blue,0.531730976108722,1.7070006321016e-4,Planktothrix,16S_ASV_395,Chlorophyta,18S_ASV_98
16S_ASV_1147,18S_ASV_309,blue,0.531727631395139,1.7071920259721e-4,NA,16S_ASV_1147,Opisthokonta_Unclassified,18S_ASV_309
16S_ASV_273,18S_ASV_272,blue,0.531648461715114,1.7117280217158e-4,Planktothrix,16S_ASV_273,Stramenopiles,18S_ASV_272
16S_ASV_169,18S_ASV_98,blue,0.531438742238561,1.7237966813732e-4,Planktothrix,16S_ASV_169,Chlorophyta,18S_ASV_98
16S_ASV_499,18S_ASV_431,blue,0.531160979524466,1.7398997562406e-4,Planktothrix,16S_ASV_499,Chlorophyta,18S_ASV_431
16S_ASV_393,18S_ASV_135,blue,0.530879500972912,1.7563572683709e-4,Planktothrix,16S_ASV_393,Cryptophyta,18S_ASV_135
16S_ASV_348,18S_ASV_280,blue,0.530792704032036,1.7614605125169e-4,Planktothrix,16S_ASV_348,Stramenopiles,18S_ASV_280
16S_ASV_259,18S_ASV_11,blue,0.530777679262318,1.7623452605444e-4,Planktothrix,16S_ASV_259,Cryptophyta,18S_ASV_11
16S_ASV_269,18S_ASV_272,blue,0.530546623712274,1.7760020192796e-4,Planktothrix,16S_ASV_269,Stramenopiles,18S_ASV_272
16S_ASV_443,18S_ASV_279,blue,0.530509498694807,1.7782052521863e-4,Planktothrix,16S_ASV_443,Rhizaria,18S_ASV_279
16S_ASV_815,18S_ASV_104,blue,0.530493536043847,1.7791533381108e-4,Terrimicrobium,16S_ASV_815,Stramenopiles,18S_ASV_104
16S_ASV_359,18S_ASV_279,blue,0.530458905694733,1.7812117491092e-4,Planktothrix,16S_ASV_359,Rhizaria,18S_ASV_279
16S_ASV_395,18S_ASV_279,blue,0.530039646161307,1.8063041789988e-4,Planktothrix,16S_ASV_395,Rhizaria,18S_ASV_279
16S_ASV_359,18S_ASV_309,blue,0.529739115256949,1.8244874449691e-4,Planktothrix,16S_ASV_359,Opisthokonta_Unclassified,18S_ASV_309
16S_ASV_320,18S_ASV_279,blue,0.529622497813064,1.8315878058708e-4,Planktothrix,16S_ASV_320,Rhizaria,18S_ASV_279
16S_ASV_320,18S_ASV_11,blue,0.52959236502736,1.8334265351918e-4,Planktothrix,16S_ASV_320,Cryptophyta,18S_ASV_11
16S_ASV_250,18S_ASV_85,blue,0.52957938992755,1.8342188024317e-4,Planktothrix,16S_ASV_250,Opisthokonta_Chytridiomycota,18S_ASV_85
16S_ASV_341,18S_ASV_104,blue,0.529394049434291,1.8455697231944e-4,Planktothrix,16S_ASV_341,Stramenopiles,18S_ASV_104
16S_ASV_463,18S_ASV_431,blue,0.5293338206831,1.8492720304682e-4,Planktothrix,16S_ASV_463,Chlorophyta,18S_ASV_431
16S_ASV_467,18S_ASV_279,blue,0.529290852175798,1.8519174496652e-4,Planktothrix,16S_ASV_467,Rhizaria,18S_ASV_279
16S_ASV_272,18S_ASV_280,blue,0.529244221046348,1.8547922435304e-4,Planktothrix,16S_ASV_272,Stramenopiles,18S_ASV_280
16S_ASV_550,18S_ASV_135,blue,0.529006998221049,1.8694796670129e-4,Planktothrix,16S_ASV_550,Cryptophyta,18S_ASV_135
16S_ASV_259,18S_ASV_827,blue,0.528843550224844,1.8796606297708e-4,Planktothrix,16S_ASV_259,Chlorophyta,18S_ASV_827
16S_ASV_330,18S_ASV_135,blue,0.528704908134735,1.8883358169066e-4,Planktothrix,16S_ASV_330,Cryptophyta,18S_ASV_135
16S_ASV_488,18S_ASV_11,blue,0.528490658111802,1.9018133508943e-4,Planktothrix,16S_ASV_488,Cryptophyta,18S_ASV_11
16S_ASV_526,18S_ASV_261,blue,0.52835385020348,1.910464871453e-4,Planktothrix,16S_ASV_526,Chlorophyta,18S_ASV_261
16S_ASV_306,18S_ASV_272,blue,0.528243776111689,1.9174516560517e-4,Planktothrix,16S_ASV_306,Stramenopiles,18S_ASV_272
16S_ASV_371,18S_ASV_104,blue,0.52821155607807,1.9195011486254e-4,Planktothrix,16S_ASV_371,Stramenopiles,18S_ASV_104
16S_ASV_62,18S_ASV_98,blue,0.528139323751937,1.9241030074445e-4,Planktothrix,16S_ASV_62,Chlorophyta,18S_ASV_98
16S_ASV_815,18S_ASV_135,blue,0.528101200524304,1.9265358328348e-4,Terrimicrobium,16S_ASV_815,Cryptophyta,18S_ASV_135
16S_ASV_320,18S_ASV_104,blue,0.527799342727581,1.9458974305775e-4,Planktothrix,16S_ASV_320,Stramenopiles,18S_ASV_104
16S_ASV_388,18S_ASV_207,blue,0.527666922131489,1.9544465688435e-4,Planktothrix,16S_ASV_388,Stramenopiles,18S_ASV_207
16S_ASV_499,18S_ASV_135,blue,0.527458144100407,1.9679945081143e-4,Planktothrix,16S_ASV_499,Cryptophyta,18S_ASV_135
16S_ASV_341,18S_ASV_135,blue,0.527366465453883,1.9739705151947e-4,Planktothrix,16S_ASV_341,Cryptophyta,18S_ASV_135
16S_ASV_314,18S_ASV_64,blue,0.527357073570609,1.9745836456495e-4,Planktothrix,16S_ASV_314,Cryptophyta,18S_ASV_64
16S_ASV_169,18S_ASV_85,blue,0.527250388564394,1.9815604835771e-4,Planktothrix,16S_ASV_169,Opisthokonta_Chytridiomycota,18S_ASV_85
16S_ASV_474,18S_ASV_135,blue,0.526811632100514,2.0104890278554e-4,Planktothrix,16S_ASV_474,Cryptophyta,18S_ASV_135
16S_ASV_244,18S_ASV_11,blue,0.526647025627089,2.0214403228157e-4,Planktothrix,16S_ASV_244,Cryptophyta,18S_ASV_11
16S_ASV_143,18S_ASV_11,blue,0.526624397668644,2.022949980714e-4,Planktothrix,16S_ASV_143,Cryptophyta,18S_ASV_11
16S_ASV_416,18S_ASV_104,blue,0.526417911934138,2.0367732272725e-4,Planktothrix,16S_ASV_416,Stramenopiles,18S_ASV_104
16S_ASV_371,18S_ASV_11,blue,0.526416945260402,2.0368381421931e-4,Planktothrix,16S_ASV_371,Cryptophyta,18S_ASV_11
16S_ASV_550,18S_ASV_431,blue,0.525640413725808,2.0895938948566e-4,Planktothrix,16S_ASV_550,Chlorophyta,18S_ASV_431
16S_ASV_488,18S_ASV_431,blue,0.52514790498496,2.1236917978564e-4,Planktothrix,16S_ASV_488,Chlorophyta,18S_ASV_431
16S_ASV_579,18S_ASV_431,blue,0.525125070071384,2.1252848790914e-4,Planktothrix,16S_ASV_579,Chlorophyta,18S_ASV_431
16S_ASV_319,18S_ASV_104,blue,0.525005436163878,2.1336488523816e-4,Planktothrix,16S_ASV_319,Stramenopiles,18S_ASV_104
16S_ASV_314,18S_ASV_261,blue,0.52460736267999,2.1616943708702e-4,Planktothrix,16S_ASV_314,Chlorophyta,18S_ASV_261
16S_ASV_169,18S_ASV_827,blue,0.524353765310015,2.1797346633142e-4,Planktothrix,16S_ASV_169,Chlorophyta,18S_ASV_827
16S_ASV_330,18S_ASV_827,blue,0.524027220592032,2.2031649267551e-4,Planktothrix,16S_ASV_330,Chlorophyta,18S_ASV_827
16S_ASV_319,18S_ASV_431,blue,0.523991513684815,2.2057407477244e-4,Planktothrix,16S_ASV_319,Chlorophyta,18S_ASV_431
16S_ASV_463,18S_ASV_135,blue,0.523193052471093,2.2640566682555e-4,Planktothrix,16S_ASV_463,Cryptophyta,18S_ASV_135
16S_ASV_579,18S_ASV_104,blue,0.523092245618729,2.2715174698258e-4,Planktothrix,16S_ASV_579,Stramenopiles,18S_ASV_104
16S_ASV_550,18S_ASV_827,blue,0.522683229904352,2.3020178658189e-4,Planktothrix,16S_ASV_550,Chlorophyta,18S_ASV_827
16S_ASV_261,18S_ASV_104,blue,0.522660072834593,2.303755725509e-4,Planktothrix,16S_ASV_261,Stramenopiles,18S_ASV_104
16S_ASV_815,18S_ASV_272,blue,0.522330469540208,2.3286203557263e-4,Terrimicrobium,16S_ASV_815,Stramenopiles,18S_ASV_272
16S_ASV_526,18S_ASV_827,blue,0.522247515329135,2.3349163796754e-4,Planktothrix,16S_ASV_526,Chlorophyta,18S_ASV_827
16S_ASV_359,18S_ASV_135,blue,0.522246313739639,2.3350076904513e-4,Planktothrix,16S_ASV_359,Cryptophyta,18S_ASV_135
16S_ASV_169,18S_ASV_11,blue,0.52205649422096,2.3494730202334e-4,Planktothrix,16S_ASV_169,Cryptophyta,18S_ASV_11
16S_ASV_399,18S_ASV_104,blue,0.52201940228945,2.3523090867563e-4,Planktothrix,16S_ASV_399,Stramenopiles,18S_ASV_104
16S_ASV_388,18S_ASV_135,blue,0.521896382215649,2.3617374418256e-4,Planktothrix,16S_ASV_388,Cryptophyta,18S_ASV_135
16S_ASV_467,18S_ASV_104,blue,0.52182619575159,2.3671318897037e-4,Planktothrix,16S_ASV_467,Stramenopiles,18S_ASV_104
16S_ASV_488,18S_ASV_135,blue,0.521813639459461,2.3680981258115e-4,Planktothrix,16S_ASV_488,Cryptophyta,18S_ASV_135
16S_ASV_568,18S_ASV_403,blue,0.521685865239466,2.3779509583578e-4,Planktothrix,16S_ASV_568,Chlorophyta,18S_ASV_403
16S_ASV_416,18S_ASV_279,blue,0.521662019392997,2.3797938423835e-4,Planktothrix,16S_ASV_416,Rhizaria,18S_ASV_279
16S_ASV_62,18S_ASV_309,blue,0.521646107995581,2.3810242450542e-4,Planktothrix,16S_ASV_62,Opisthokonta_Unclassified,18S_ASV_309
16S_ASV_416,18S_ASV_135,blue,0.521515422665097,2.3911517223474e-4,Planktothrix,16S_ASV_416,Cryptophyta,18S_ASV_135
16S_ASV_406,18S_ASV_135,blue,0.521444769645709,2.3966431988272e-4,Planktothrix,16S_ASV_406,Cryptophyta,18S_ASV_135
16S_ASV_250,18S_ASV_104,blue,0.521104425032886,2.4232565032212e-4,Planktothrix,16S_ASV_250,Stramenopiles,18S_ASV_104
16S_ASV_355,18S_ASV_135,blue,0.52108637027576,2.4246757345696e-4,Planktothrix,16S_ASV_355,Cryptophyta,18S_ASV_135
16S_ASV_406,18S_ASV_431,blue,0.52106218741297206,2.4265778560445e-4,Planktothrix,16S_ASV_406,Chlorophyta,18S_ASV_431
16S_ASV_395,18S_ASV_403,blue,0.521052452602945,2.4273439358264e-4,Planktothrix,16S_ASV_395,Chlorophyta,18S_ASV_403
16S_ASV_406,18S_ASV_11,blue,0.521049280808041,2.4275935871095e-4,Planktothrix,16S_ASV_406,Cryptophyta,18S_ASV_11
16S_ASV_375,18S_ASV_279,blue,0.520951222551452,2.4353231966676e-4,Planktothrix,16S_ASV_375,Rhizaria,18S_ASV_279
16S_ASV_449,18S_ASV_280,blue,0.520940763740742,2.4361489424989e-4,Planktothrix,16S_ASV_449,Stramenopiles,18S_ASV_280
16S_ASV_463,18S_ASV_104,blue,0.520702523027982,2.4550272742497e-4,Planktothrix,16S_ASV_463,Stramenopiles,18S_ASV_104
16S_ASV_579,18S_ASV_135,blue,0.520681277194743,2.4567172144726e-4,Planktothrix,16S_ASV_579,Cryptophyta,18S_ASV_135
16S_ASV_169,18S_ASV_403,blue,0.520494962551542,2.4715822142656e-4,Planktothrix,16S_ASV_169,Chlorophyta,18S_ASV_403
16S_ASV_306,18S_ASV_104,blue,0.520293612470116,2.4877382100648e-4,Planktothrix,16S_ASV_306,Stramenopiles,18S_ASV_104
16S_ASV_449,18S_ASV_135,blue,0.520010826459377,2.5105897365106e-4,Planktothrix,16S_ASV_449,Cryptophyta,18S_ASV_135
16S_ASV_314,18S_ASV_98,blue,0.519837769950565,2.5246676212448e-4,Planktothrix,16S_ASV_314,Chlorophyta,18S_ASV_98
16S_ASV_169,18S_ASV_279,blue,0.519730971378528,2.5333910973568e-4,Planktothrix,16S_ASV_169,Rhizaria,18S_ASV_279
16S_ASV_815,18S_ASV_597,blue,0.519652618562865,2.5398083995289e-4,Terrimicrobium,16S_ASV_815,Stramenopiles,18S_ASV_597
16S_ASV_371,18S_ASV_135,blue,0.519638227221101,2.5409886846453e-4,Planktothrix,16S_ASV_371,Cryptophyta,18S_ASV_135
16S_ASV_143,18S_ASV_104,blue,0.519439360429386,2.5573493063044e-4,Planktothrix,16S_ASV_143,Stramenopiles,18S_ASV_104
16S_ASV_395,18S_ASV_272,blue,0.519429412182143,2.5581702366294e-4,Planktothrix,16S_ASV_395,Stramenopiles,18S_ASV_272
16S_ASV_388,18S_ASV_102,blue,0.519342993450465,2.5653115484155e-4,Planktothrix,16S_ASV_388,Opisthokonta_Chytridiomycota,18S_ASV_102
16S_ASV_320,18S_ASV_190,blue,0.518966515845407,2.5966329480383e-4,Planktothrix,16S_ASV_320,Stramenopiles,18S_ASV_190
16S_ASV_348,18S_ASV_135,blue,0.518878181826417,2.6040318641544e-4,Planktothrix,16S_ASV_348,Cryptophyta,18S_ASV_135
16S_ASV_250,18S_ASV_272,blue,0.518859530847139,2.6055965170396e-4,Planktothrix,16S_ASV_250,Stramenopiles,18S_ASV_272
16S_ASV_393,18S_ASV_280,blue,0.518809007906588,2.6098392164595e-4,Planktothrix,16S_ASV_393,Stramenopiles,18S_ASV_280
16S_ASV_503,18S_ASV_135,blue,0.518611928068965,2.6264488870364e-4,Planktothrix,16S_ASV_503,Cryptophyta,18S_ASV_135
16S_ASV_815,18S_ASV_212,blue,0.518586824951484,2.628571395652e-4,Terrimicrobium,16S_ASV_815,Stramenopiles,18S_ASV_212
16S_ASV_269,18S_ASV_207,blue,0.518351073302382,2.648580350426e-4,Planktothrix,16S_ASV_269,Stramenopiles,18S_ASV_207
16S_ASV_386,18S_ASV_104,blue,0.518143073116694,2.6663481460907e-4,Planktothrix,16S_ASV_386,Stramenopiles,18S_ASV_104
16S_ASV_526,18S_ASV_98,blue,0.51814199820451,2.6664402463589e-4,Planktothrix,16S_ASV_526,Chlorophyta,18S_ASV_98
16S_ASV_269,18S_ASV_431,blue,0.517694053910577,2.7050720593003e-4,Planktothrix,16S_ASV_269,Chlorophyta,18S_ASV_431
16S_ASV_272,18S_ASV_119,blue,0.517144389379192,2.753167192847e-4,Planktothrix,16S_ASV_272,Stramenopiles,18S_ASV_119
16S_ASV_503,18S_ASV_280,blue,0.516787380587172,2.7848176034297e-4,Planktothrix,16S_ASV_503,Stramenopiles,18S_ASV_280
16S_ASV_815,18S_ASV_62,blue,0.516782477892019,2.7852545277212e-4,Terrimicrobium,16S_ASV_815,Streptophyta,18S_ASV_62
16S_ASV_319,18S_ASV_280,blue,0.51677807383996,2.7856470661384e-4,Planktothrix,16S_ASV_319,Stramenopiles,18S_ASV_280
16S_ASV_443,18S_ASV_98,blue,0.516513603953695,2.8093114021719e-4,Planktothrix,16S_ASV_443,Chlorophyta,18S_ASV_98
16S_ASV_244,18S_ASV_272,blue,0.51634700255717,2.8243117028722e-4,Planktothrix,16S_ASV_244,Stramenopiles,18S_ASV_272
16S_ASV_467,18S_ASV_135,blue,0.516299158183629,2.8286328215753e-4,Planktothrix,16S_ASV_467,Cryptophyta,18S_ASV_135
16S_ASV_244,18S_ASV_104,blue,0.516195375399766,2.8380266147925e-4,Planktothrix,16S_ASV_244,Stramenopiles,18S_ASV_104
16S_ASV_388,18S_ASV_827,blue,0.51611852744454,2.8450005775549e-4,Planktothrix,16S_ASV_388,Chlorophyta,18S_ASV_827
16S_ASV_463,18S_ASV_11,blue,0.515760080070172,2.8777346591822e-4,Planktothrix,16S_ASV_463,Cryptophyta,18S_ASV_11
16S_ASV_244,18S_ASV_141,blue,0.515703504268129,2.8829322350889e-4,Planktothrix,16S_ASV_244,Chlorophyta,18S_ASV_141
16S_ASV_550,18S_ASV_104,blue,0.515646533118087,2.8881746974387e-4,Planktothrix,16S_ASV_550,Stramenopiles,18S_ASV_104
16S_ASV_375,18S_ASV_207,blue,0.514798954773298,2.9671920719478e-4,Planktothrix,16S_ASV_375,Stramenopiles,18S_ASV_207
16S_ASV_292,18S_ASV_454,blue,0.514717219054232,2.9749143251688e-4,Planktothrix,16S_ASV_292,Rhizaria,18S_ASV_454
16S_ASV_443,18S_ASV_827,blue,0.514551017339559,2.990672775527e-4,Planktothrix,16S_ASV_443,Chlorophyta,18S_ASV_827
16S_ASV_365,18S_ASV_279,blue,0.514545423291267,2.9912044850184e-4,Planktothrix,16S_ASV_365,Rhizaria,18S_ASV_279
16S_ASV_348,18S_ASV_403,blue,0.514182853720092,3.0258489998804e-4,Planktothrix,16S_ASV_348,Chlorophyta,18S_ASV_403
16S_ASV_319,18S_ASV_135,blue,0.513964840324826,3.0468547719934e-4,Planktothrix,16S_ASV_319,Cryptophyta,18S_ASV_135
16S_ASV_393,18S_ASV_272,blue,0.513863297555844,3.0566833649503e-4,Planktothrix,16S_ASV_393,Stramenopiles,18S_ASV_272
16S_ASV_488,18S_ASV_104,blue,0.51383907280232,3.0590323673579e-4,Planktothrix,16S_ASV_488,Stramenopiles,18S_ASV_104
16S_ASV_330,18S_ASV_272,blue,0.513378379685252,3.1040157073511e-4,Planktothrix,16S_ASV_330,Stramenopiles,18S_ASV_272
16S_ASV_244,18S_ASV_119,blue,0.513131856783359,3.1283313238505e-4,Planktothrix,16S_ASV_244,Stramenopiles,18S_ASV_119
16S_ASV_273,18S_ASV_104,blue,0.512787248644924,3.1626096609841e-4,Planktothrix,16S_ASV_273,Stramenopiles,18S_ASV_104
16S_ASV_595,18S_ASV_403,blue,0.512646035324086,3.1767538593548e-4,Planktothrix,16S_ASV_595,Chlorophyta,18S_ASV_403
16S_ASV_62,18S_ASV_443,blue,0.512469854031934,3.1944805472855e-4,Planktothrix,16S_ASV_62,Stramenopiles,18S_ASV_443
16S_ASV_259,18S_ASV_135,blue,0.51238387902323,3.2031633904326e-4,Planktothrix,16S_ASV_259,Cryptophyta,18S_ASV_135
16S_ASV_365,18S_ASV_102,blue,0.512379962018702,3.2035594858284e-4,Planktothrix,16S_ASV_365,Opisthokonta_Chytridiomycota,18S_ASV_102
16S_ASV_359,18S_ASV_98,blue,0.512308043892477,3.2108398518962e-4,Planktothrix,16S_ASV_359,Chlorophyta,18S_ASV_98
16S_ASV_314,18S_ASV_272,blue,0.512291370433694,3.2125298584288e-4,Planktothrix,16S_ASV_314,Stramenopiles,18S_ASV_272
16S_ASV_330,18S_ASV_104,blue,0.511987614673894,3.2434591097766e-4,Planktothrix,16S_ASV_330,Stramenopiles,18S_ASV_104
16S_ASV_474,18S_ASV_827,blue,0.511921243932483,3.2502528253182e-4,Planktothrix,16S_ASV_474,Chlorophyta,18S_ASV_827
16S_ASV_272,18S_ASV_207,blue,0.511914183191631,3.2509763185226e-4,Planktothrix,16S_ASV_272,Stramenopiles,18S_ASV_207
16S_ASV_443,18S_ASV_403,blue,0.511897866298277,3.2526488182003e-4,Planktothrix,16S_ASV_443,Chlorophyta,18S_ASV_403
16S_ASV_579,18S_ASV_827,blue,0.511733033420596,3.2695879578774e-4,Planktothrix,16S_ASV_579,Chlorophyta,18S_ASV_827
16S_ASV_250,18S_ASV_190,blue,0.511576874243696,3.2857091170797e-4,Planktothrix,16S_ASV_250,Stramenopiles,18S_ASV_190
16S_ASV_359,18S_ASV_403,blue,0.51125160437392,3.3195189643609e-4,Planktothrix,16S_ASV_359,Chlorophyta,18S_ASV_403
16S_ASV_355,18S_ASV_280,blue,0.510965409943992,3.349526370653e-4,Planktothrix,16S_ASV_355,Stramenopiles,18S_ASV_280
16S_ASV_499,18S_ASV_11,blue,0.510851518826012,3.3615357273046e-4,Planktothrix,16S_ASV_499,Cryptophyta,18S_ASV_11
16S_ASV_443,18S_ASV_207,blue,0.510546735667119,3.3938651584563e-4,Planktothrix,16S_ASV_443,Stramenopiles,18S_ASV_207
16S_ASV_273,18S_ASV_11,blue,0.510165674993134,3.4346800023131e-4,Planktothrix,16S_ASV_273,Cryptophyta,18S_ASV_11
16S_ASV_474,18S_ASV_104,blue,0.510147080987842,3.4366828585206e-4,Planktothrix,16S_ASV_474,Stramenopiles,18S_ASV_104
16S_ASV_1147,18S_ASV_79,blue,0.510085846004831,3.4432862428679e-4,NA,16S_ASV_1147,Stramenopiles,18S_ASV_79
16S_ASV_388,18S_ASV_104,blue,0.509968438244944,3.4559791307802e-4,Planktothrix,16S_ASV_388,Stramenopiles,18S_ASV_104
16S_ASV_1147,18S_ASV_734,blue,0.50951461153578,3.5054398336542e-4,NA,16S_ASV_1147,Chlorophyta,18S_ASV_734
16S_ASV_143,18S_ASV_272,blue,0.509418841657056,3.5159586027819e-4,Planktothrix,16S_ASV_143,Stramenopiles,18S_ASV_272
16S_ASV_292,18S_ASV_104,blue,0.509395032629202,3.5185780519877e-4,Planktothrix,16S_ASV_292,Stramenopiles,18S_ASV_104
16S_ASV_399,18S_ASV_272,blue,0.509038937298739,3.557965895914e-4,Planktothrix,16S_ASV_399,Stramenopiles,18S_ASV_272
16S_ASV_395,18S_ASV_104,blue,0.508995266167947,3.5628236420092e-4,Planktothrix,16S_ASV_395,Stramenopiles,18S_ASV_104
16S_ASV_815,18S_ASV_454,blue,0.508945053025822,3.5684164767613e-4,Terrimicrobium,16S_ASV_815,Rhizaria,18S_ASV_454
16S_ASV_272,18S_ASV_431,blue,0.50881974313316,3.5824082704364e-4,Planktothrix,16S_ASV_272,Chlorophyta,18S_ASV_431
16S_ASV_272,18S_ASV_315,blue,0.508186425659396,3.653882513052e-4,Planktothrix,16S_ASV_272,Collodictyonidae,18S_ASV_315
16S_ASV_143,18S_ASV_190,blue,0.508115595859578,3.6619555360104e-4,Planktothrix,16S_ASV_143,Stramenopiles,18S_ASV_190
16S_ASV_474,18S_ASV_431,blue,0.508046615151505,3.669833253721e-4,Planktothrix,16S_ASV_474,Chlorophyta,18S_ASV_431
16S_ASV_475,18S_ASV_98,blue,0.508033413670627,3.6713426262192e-4,Planktothrix,16S_ASV_475,Chlorophyta,18S_ASV_98
16S_ASV_595,18S_ASV_135,blue,0.507823259335131,3.695445796188e-4,Planktothrix,16S_ASV_595,Cryptophyta,18S_ASV_135
16S_ASV_272,18S_ASV_190,blue,0.507728011958183,3.7064168706165e-4,Planktothrix,16S_ASV_272,Stramenopiles,18S_ASV_190
16S_ASV_348,18S_ASV_431,blue,0.507260768415101,3.7606627507541e-4,Planktothrix,16S_ASV_348,Chlorophyta,18S_ASV_431
16S_ASV_319,18S_ASV_98,blue,0.507125814983445,3.7764631390541e-4,Planktothrix,16S_ASV_319,Chlorophyta,18S_ASV_98
16S_ASV_359,18S_ASV_261,blue,0.506798690054592,3.8150115683834e-4,Planktothrix,16S_ASV_359,Chlorophyta,18S_ASV_261
16S_ASV_386,18S_ASV_190,blue,0.506712486054577,3.8252287059974e-4,Planktothrix,16S_ASV_386,Stramenopiles,18S_ASV_190
16S_ASV_292,18S_ASV_11,blue,0.506609942630583,3.8374145413993e-4,Planktothrix,16S_ASV_292,Cryptophyta,18S_ASV_11
16S_ASV_568,18S_ASV_827,blue,0.506400316997287,3.8624344811773e-4,Planktothrix,16S_ASV_568,Chlorophyta,18S_ASV_827
16S_ASV_467,18S_ASV_98,blue,0.506305584437468,3.8737894601788e-4,Planktothrix,16S_ASV_467,Chlorophyta,18S_ASV_98
16S_ASV_579,18S_ASV_11,blue,0.506223116035325,3.8836988914293e-4,Planktothrix,16S_ASV_579,Cryptophyta,18S_ASV_11
16S_ASV_467,18S_ASV_309,blue,0.506078189417576,3.901168669349e-4,Planktothrix,16S_ASV_467,Opisthokonta_Unclassified,18S_ASV_309
16S_ASV_488,18S_ASV_280,blue,0.505920555812957,3.9202505263753e-4,Planktothrix,16S_ASV_488,Stramenopiles,18S_ASV_280
16S_ASV_475,18S_ASV_135,blue,0.505918378098922,3.9205147307169e-4,Planktothrix,16S_ASV_475,Cryptophyta,18S_ASV_135
16S_ASV_365,18S_ASV_827,blue,0.505914774668209,3.9209519409045e-4,Planktothrix,16S_ASV_365,Chlorophyta,18S_ASV_827
16S_ASV_399,18S_ASV_190,blue,0.505887531991652,3.9242587612919e-4,Planktothrix,16S_ASV_399,Stramenopiles,18S_ASV_190
16S_ASV_259,18S_ASV_280,blue,0.505436039051619,3.9794297908186e-4,Planktothrix,16S_ASV_259,Stramenopiles,18S_ASV_280
16S_ASV_406,18S_ASV_280,blue,0.505094878652753,4.021580883543e-4,Planktothrix,16S_ASV_406,Stramenopiles,18S_ASV_280
16S_ASV_292,18S_ASV_827,blue,0.504960853468688,4.0382496952841e-4,Planktothrix,16S_ASV_292,Chlorophyta,18S_ASV_827
16S_ASV_269,18S_ASV_102,blue,0.504827754792172,4.0548648307156e-4,Planktothrix,16S_ASV_269,Opisthokonta_Chytridiomycota,18S_ASV_102
16S_ASV_306,18S_ASV_190,blue,0.504585523404981,4.085261411382e-4,Planktothrix,16S_ASV_306,Stramenopiles,18S_ASV_190
16S_ASV_395,18S_ASV_207,blue,0.504176011357104,4.1371163014416e-4,Planktothrix,16S_ASV_395,Stramenopiles,18S_ASV_207
16S_ASV_272,18S_ASV_104,blue,0.503969028892222,4.1635504975941e-4,Planktothrix,16S_ASV_272,Stramenopiles,18S_ASV_104
16S_ASV_62,18S_ASV_141,blue,0.503958855230984,4.1648537111484e-4,Planktothrix,16S_ASV_62,Chlorophyta,18S_ASV_141
16S_ASV_259,18S_ASV_431,blue,0.503801166789472,4.1851001159151e-4,Planktothrix,16S_ASV_259,Chlorophyta,18S_ASV_431
16S_ASV_1147,18S_ASV_123,blue,0.50360013702036,4.2110398079967e-4,NA,16S_ASV_1147,Stramenopiles,18S_ASV_123
16S_ASV_244,18S_ASV_431,blue,0.503454523277076,4.2299192419808e-4,Planktothrix,16S_ASV_244,Chlorophyta,18S_ASV_431
16S_ASV_388,18S_ASV_431,blue,0.503424413519963,4.2338325927251e-4,Planktothrix,16S_ASV_388,Chlorophyta,18S_ASV_431
